,time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun, pm25, o3, no2, so2
0,2014-01-01,10.9,3.9,20.6,0.0,0.0,,6.1,,1020.2,0.0, 71, , , 
1,2014-01-02,6.8,0.6,12.8,0.0,0.0,,12.2,,1024.2,0.0, 17, , , 
2,2014-01-03,5.6,-2.1,14.4,0.0,0.0,,6.8,,1028.2,0.0, 26, , , 
3,2014-01-04,13.8,5.6,21.7,0.0,0.0,,10.4,,1014.6,0.0, 26, , , 
4,2014-01-05,8.2,1.1,15.0,0.0,0.0,,15.5,,1026.6,0.0, 10, , , 
5,2014-01-06,-1.3,-5.5,2.2,0.0,0.0,,10.8,,1038.5,0.0, 12, , , 
6,2014-01-07,2.2,-5.5,8.9,0.0,0.0,,7.6,,1034.2,0.0, 20, , , 
7,2014-01-08,8.4,4.4,11.7,4.1,0.0,,2.2,,1030.7,0.0, 24, , , 
8,2014-01-09,15.5,11.7,21.1,0.0,0.0,,4.7,,1027.2,0.0, 35, , , 
9,2014-01-10,18.7,13.9,22.2,2.5,0.0,,9.4,,1023.6,0.0, 19, , , 
10,2014-01-11,15.7,8.9,23.9,0.0,0.0,,5.0,,1020.1,0.0, 33, , , 
11,2014-01-12,14.2,7.8,19.4,0.3,0.0,,6.8,,1016.6,0.0, 39, , , 
12,2014-01-13,16.2,6.1,21.7,0.0,0.0,,10.8,,1016.4,0.0, 21, , , 
13,2014-01-14,13.2,2.8,24.4,0.0,0.0,,8.6,,1020.1,0.0, 22, , , 
14,2014-01-15,10.5,4.4,17.8,0.0,0.0,,7.2,,1027.2,0.0, 14, , , 
15,2014-01-16,13.2,4.4,22.2,0.0,0.0,,6.5,,1020.0,0.0, 25, , , 
16,2014-01-17,12.6,6.1,17.8,0.0,0.0,,7.6,,1025.5,0.0, 36, , , 
17,2014-01-18,11.5,2.8,21.1,0.0,0.0,,4.0,,1022.5,0.0, 56, , , 
18,2014-01-19,14.0,7.2,22.2,0.0,0.0,,4.3,,1023.4,0.0, 33, , , 
19,2014-01-20,17.3,7.8,27.8,0.0,0.0,,7.9,,1015.7,0.0, 34, , , 
20,2014-01-21,12.2,3.3,17.2,0.0,0.0,,9.4,,1026.3,0.0, 17, , , 
21,2014-01-22,11.4,2.8,21.1,0.0,0.0,,6.1,,1019.8,0.0, 29, , , 
22,2014-01-23,5.7,-2.7,13.3,1.5,0.0,,14.8,,1028.6,0.0, 24, , , 
23,2014-01-24,-0.4,-3.2,4.4,1.3,0.0,,7.9,,1037.3,0.0, 11, , , 
24,2014-01-25,7.6,-3.2,21.1,0.0,0.0,,2.2,,1024.0,0.0, 36, , , 
25,2014-01-26,15.4,6.1,24.4,0.0,0.0,,5.4,,1010.6,0.0, 50, , , 
26,2014-01-27,9.2,1.1,15.6,0.5,0.0,,14.8,,1018.1,0.0, 21, , , 
27,2014-01-28,0.5,-2.7,3.9,1.3,0.0,,10.4,,1029.2,0.0, 16, , , 
28,2014-01-29,2.5,-2.7,9.4,0.0,0.0,,7.6,,1030.2,0.0, 18, , , 
29,2014-01-30,8.9,-0.5,18.3,0.0,0.0,351.4,11.2,,1018.2,0.0, 30, , , 
30,2014-01-31,18.6,12.8,26.7,0.0,0.0,352.3,14.4,,1011.4,0.0, 24, , , 
31,2014-02-01,20.8,12.8,24.4,0.0,0.0,353.1,10.4,,1014.9,0.0, 30, , , 
32,2014-02-02,5.7,1.7,12.8,0.5,0.0,354.0,17.6,,1018.5,0.0, 23, , , 
33,2014-02-03,4.1,1.1,7.8,0.0,0.0,350.0,9.4,,1022.0,0.0, 35, , , 
34,2014-02-04,9.7,5.6,17.8,3.8,0.0,346.1,3.6,,1014.4,0.0, 23, , , 
35,2014-02-05,4.8,-0.5,8.9,0.0,0.0,342.1,15.8,,1027.8,0.0, 20, , , 
36,2014-02-06,-1.4,-3.2,0.0,0.0,0.0,,12.6,,1032.1,0.0, 15, , , 
37,2014-02-07,0.4,-1.6,3.3,0.0,0.0,,5.0,,1026.8,0.0, 38, , , 
38,2014-02-08,8.6,2.8,18.3,0.0,0.0,,8.3,,1021.5,0.0, 51, , , 
39,2014-02-09,7.4,5.0,24.4,0.0,0.0,,6.8,,1021.7,0.0, 41, , , 
40,2014-02-10,6.3,1.7,15.6,0.0,0.0,,14.8,,1021.8,0.0, 25, , , 
41,2014-02-11,1.4,0.6,2.2,2.5,0.0,,14.0,,1022.0,0.0, 34, , , 
42,2014-02-12,5.7,0.6,13.9,0.0,0.0,,8.3,,1022.2,0.0, 25, , , 
43,2014-02-13,10.3,0.0,20.6,0.0,0.0,,6.1,,1016.6,0.0, 26, , , 
44,2014-02-14,17.3,8.3,30.0,0.0,0.0,,9.0,,1013.1,0.0, 20, , , 
45,2014-02-15,15.8,5.6,24.4,0.0,0.0,,7.9,,1018.8,0.0, 23, , , 
46,2014-02-16,18.4,15.0,24.4,0.0,0.0,,8.3,,1017.7,0.0, 53, , , 
47,2014-02-17,21.3,14.4,27.2,0.0,0.0,,8.6,,1016.6,0.0, 37, , , 
48,2014-02-18,19.9,12.8,27.8,0.0,0.0,,6.1,,1013.6,0.0, 46, , , 
49,2014-02-19,20.7,17.2,27.8,0.0,0.0,,11.9,,1010.5,0.0, 42, , , 
50,2014-02-20,21.5,13.9,28.3,0.0,0.0,,12.6,,1015.0,0.0, 33, , , 
51,2014-02-21,14.3,5.0,22.2,0.0,0.0,,7.9,,1019.5,0.0, 15, , , 
52,2014-02-22,16.2,8.9,25.0,0.0,0.0,,9.0,,1014.8,0.0, 46, , , 
53,2014-02-23,22.1,16.7,30.0,0.0,0.0,,6.8,,1016.0,0.0, 39, , , 
54,2014-02-24,17.7,12.8,24.4,0.0,0.0,,6.1,,1017.3,0.0, 54, , , 
55,2014-02-25,17.0,11.1,21.7,0.0,0.0,,8.6,,1018.0,0.0, 34, , , 
56,2014-02-26,5.8,2.2,11.1,2.8,0.0,,13.3,,1018.8,0.0, 26, , , 
57,2014-02-27,7.0,-0.5,15.0,0.0,0.0,,5.0,,1019.5,0.0, 21, , , 
58,2014-02-28,15.5,6.7,26.7,0.0,0.0,,9.4,,1021.6,0.0, 44, , , 
59,2014-03-01,12.9,11.7,27.8,0.0,0.0,,8.3,,1023.6,0.0, 49, , , 
60,2014-03-02,10.3,-2.1,22.8,2.0,0.0,,15.5,,1025.7,0.0, 29, , , 
61,2014-03-03,0.5,-4.3,8.3,2.0,0.0,,15.8,,1027.8,0.0, 13, , , 
62,2014-03-04,3.1,-1.0,10.0,4.3,0.0,,6.8,,1022.8,0.0, 22, , , 
63,2014-03-05,7.2,3.3,11.7,0.0,0.0,,4.3,,1017.9,0.0, 48, , , 
64,2014-03-06,10.8,6.1,18.3,0.0,0.0,,6.5,,1021.6,0.0, 39, , , 
65,2014-03-07,12.0,3.9,19.4,0.0,0.0,,9.7,,1015.6,0.0, 46, , , 
66,2014-03-08,11.7,6.7,15.0,18.8,0.0,,7.2,,1016.3,0.0, 47, , , 
67,2014-03-09,13.4,3.9,14.4,2.8,0.0,,7.6,,1017.0,0.0, 29, , , 
68,2014-03-10,15.0,10.0,21.7,0.3,0.0,,4.0,,1017.8,0.0, 29, , , 
69,2014-03-11,18.7,13.3,28.3,0.0,0.0,,7.9,,1018.5,0.0, 19, , , 
70,2014-03-12,14.6,9.4,21.1,0.0,0.0,,18.0,,1019.2,0.0, 16, , , 
71,2014-03-13,12.8,2.8,20.0,0.0,0.0,,7.2,,1024.7,0.0, 25, , , 
72,2014-03-14,16.0,9.4,23.9,0.0,0.0,,8.6,,1017.1,0.0, 42, , , 
73,2014-03-15,18.9,16.7,23.3,1.8,0.0,191.9,5.8,,1014.8,0.0, 41, , , 
74,2014-03-16,14.2,8.9,17.8,0.0,0.0,187.9,16.9,,1012.4,0.0, 18, , , 
75,2014-03-17,12.1,5.0,20.0,0.0,0.0,184.0,9.4,,1014.3,0.0, 12, , , 
76,2014-03-18,17.5,8.3,28.3,0.0,0.0,180.0,13.7,,1007.1,0.0, 39, , , 
77,2014-03-19,16.3,10.6,22.2,0.0,0.0,180.0,10.4,,1018.2,0.0, 34, , , 
78,2014-03-20,15.6,5.6,24.4,0.0,0.0,180.1,3.6,,1021.1,0.0, 35, , , 
79,2014-03-21,18.5,12.2,26.7,0.0,0.0,180.1,10.8,,1017.4,0.0, 50, , , 
80,2014-03-22,20.5,16.1,25.0,0.0,0.0,,5.8,,1013.6,0.0, 47, , , 
81,2014-03-23,12.7,8.3,16.1,0.0,0.0,,15.1,,1017.1,0.0, 26, , , 
82,2014-03-24,13.8,10.0,18.9,0.0,0.0,,4.3,,1020.6,0.0, 40, , , 
83,2014-03-25,13.8,6.7,20.6,0.0,0.0,,8.3,,1023.9,0.0, 43, , , 
84,2014-03-26,15.2,12.2,18.9,0.0,0.0,,16.2,,1018.9,0.0, 41, , , 
85,2014-03-27,20.3,16.1,27.8,0.3,0.0,,12.2,,1009.7,0.0, 39, , , 
86,2014-03-28,23.3,17.2,31.7,0.0,0.0,,7.9,,1008.5,0.0, 37, , , 
87,2014-03-29,18.2,10.6,25.0,0.0,0.0,,7.9,,1021.6,0.0, 21, , , 
88,2014-03-30,17.3,7.2,26.1,0.0,0.0,,12.2,,1020.5,0.0, 29, , , 
89,2014-03-31,21.0,15.6,29.4,0.0,0.0,,14.8,,1013.3,0.0, 35, , , 
90,2014-04-01,23.4,18.9,30.0,0.0,0.0,,13.0,,1014.2,0.0, 48, , , 
91,2014-04-02,24.1,21.1,27.8,0.0,0.0,,14.8,,1015.0,0.0, 50, , , 
92,2014-04-03,24.0,21.7,27.8,0.0,0.0,,10.8,,1015.8,0.0, 62, , , 
93,2014-04-04,18.0,12.2,23.3,0.0,0.0,,13.0,,1016.7,0.0, 17, , , 
94,2014-04-05,15.2,12.2,18.3,0.0,0.0,,6.8,,1015.8,0.0, 21, , , 
95,2014-04-06,12.8,11.1,16.1,5.1,0.0,,8.6,,1014.2,0.0, 23, , , 
96,2014-04-07,14.6,11.1,22.2,6.9,0.0,,4.3,,1012.5,0.0, 19, , , 
97,2014-04-08,16.6,10.0,25.0,0.0,0.0,,12.2,,1020.2,0.0, 19, , , 
98,2014-04-09,18.5,7.2,28.9,0.0,0.0,,9.0,,1021.7,0.0, 34, , , 
99,2014-04-10,21.7,13.9,30.6,0.0,0.0,,15.5,,1018.6,0.0, 28, , , 
100,2014-04-11,21.8,16.1,29.4,0.0,0.0,,13.0,,1015.4,0.0, 33, , , 
101,2014-04-12,22.9,18.3,29.4,0.0,0.0,,15.8,,1012.3,0.0, 45, , , 
102,2014-04-13,22.5,20.0,25.6,0.0,0.0,,10.8,,1016.6,0.0, 52, , , 
103,2014-04-14,15.2,6.1,22.8,34.0,0.0,,15.5,,1020.9,0.0, 27, , , 
104,2014-04-15,11.3,3.9,18.3,0.0,0.0,,6.1,,1025.2,0.0, 21, , , 
105,2014-04-16,13.8,4.4,22.8,0.0,0.0,,10.4,,1018.0,0.0, 30, , , 
106,2014-04-17,15.9,13.3,19.4,1.5,0.0,,5.8,,1019.6,0.0, 46, , , 
107,2014-04-18,19.2,15.0,25.6,0.3,0.0,,3.6,,1021.1,0.0, 36, , , 
108,2014-04-19,19.3,12.2,25.6,0.0,0.0,,7.2,,1019.7,0.0, 55, , , 
109,2014-04-20,20.1,16.1,23.9,0.0,0.0,,10.4,,1018.0,0.0, 36, , , 
110,2014-04-21,22.2,17.8,28.9,0.3,0.0,,8.3,,1016.3,0.0, 37, , , 
111,2014-04-22,23.9,17.2,30.6,0.0,0.0,,5.4,,1014.6,0.0, 21, , , 
112,2014-04-23,23.3,15.0,30.6,0.0,0.0,,11.2,,1010.9,0.0, 42, , , 
113,2014-04-24,23.7,19.4,31.1,0.0,0.0,,7.9,,1012.1,0.0, 41, , , 
114,2014-04-25,24.2,17.2,31.1,0.0,0.0,,9.4,,1013.3,0.0, 51, , , 
115,2014-04-26,23.4,20.0,30.0,0.0,0.0,,12.6,,1006.8,0.0, 71, , , 
116,2014-04-27,27.2,22.8,35.6,0.0,0.0,,10.1,,1000.2,0.0, 79, , , 
117,2014-04-28,27.1,18.9,33.9,0.0,0.0,,6.1,,1002.6,0.0, 29, , , 
118,2014-04-29,22.7,15.6,28.9,0.0,0.0,,11.5,,1007.6,0.0, 26, , , 
119,2014-04-30,18.9,13.9,23.9,0.0,0.0,,10.1,,1018.4,0.0, 19, , , 
120,2014-05-01,18.2,11.1,25.0,0.0,0.0,,4.3,,1019.9,0.0, 18, , , 
121,2014-05-02,20.1,13.3,28.3,0.0,0.0,,4.0,,1016.5,0.0, 22, , , 
122,2014-05-03,23.8,14.4,34.4,0.0,0.0,,6.1,,1015.8,0.0, 30, , , 
123,2014-05-04,24.7,16.1,32.8,0.0,0.0,,11.2,,1016.6,0.0, 29, , , 
124,2014-05-05,23.8,15.6,33.3,0.0,0.0,,13.0,,1013.0,0.0, 42, , , 
125,2014-05-06,22.8,18.3,30.6,0.0,0.0,,14.8,,1009.0,0.0, 44, , , 
126,2014-05-07,23.8,21.1,31.1,0.0,0.0,,15.1,,1009.0,0.0, 47, , , 
127,2014-05-08,24.7,22.8,28.9,1.5,0.0,,13.3,,1008.9,0.0, 75, , , 
128,2014-05-09,24.7,18.9,30.0,0.0,0.0,,8.3,,1009.6,0.0, 63, , , 
129,2014-05-10,24.1,15.6,32.8,0.0,0.0,,9.4,,1010.4,0.0, 29, , , 
130,2014-05-11,26.5,22.2,33.9,0.0,0.0,,16.2,,1007.6,0.0, 40, , , 
131,2014-05-12,24.6,16.7,27.8,62.2,0.0,,10.8,,1013.0,0.0, 65, , , 
132,2014-05-13,15.8,12.8,19.4,23.9,0.0,,13.0,,1018.4,0.0, 9, , , 
133,2014-05-14,16.9,10.6,24.4,3.6,0.0,182.8,11.5,,1023.8,0.0, 14, , , 
134,2014-05-15,18.6,7.8,28.9,0.0,0.0,182.9,5.0,,1023.3,0.0, 25, , , 
135,2014-05-16,22.7,16.1,30.0,0.0,0.0,182.9,11.2,,1018.0,0.0, 23, , , 
136,2014-05-17,22.5,15.6,30.0,0.0,0.0,183.0,14.4,,1014.7,0.0, 40, , , 
137,2014-05-18,22.9,16.7,29.4,0.0,0.0,182.7,12.2,,1016.6,0.0, 31, , , 
138,2014-05-19,23.9,18.9,30.0,0.0,0.0,182.4,15.5,,1016.2,0.0, 37, , , 
139,2014-05-20,24.9,19.4,31.7,0.0,0.0,182.1,13.7,,1015.9,0.0, 33, , , 
140,2014-05-21,25.5,21.1,31.7,0.0,0.0,,13.3,,1016.2,0.0, 32, , , 
141,2014-05-22,24.9,21.1,30.6,0.0,0.0,,11.5,,1015.5,0.0, 33, , , 
142,2014-05-23,23.7,21.7,28.9,4.8,0.0,,9.4,,1014.8,0.0, 33, , , 
143,2014-05-24,24.5,21.1,30.0,0.0,0.0,,11.2,,1014.1,0.0, 31, , , 
144,2014-05-25,25.4,22.2,30.6,0.0,0.0,,10.1,,,0.0, 29, , , 
145,2014-05-26,21.1,17.8,23.9,39.6,0.0,,7.9,,1012.8,0.0, 24, , , 
146,2014-05-27,19.8,17.2,22.8,44.5,0.0,,5.4,,1012.1,0.0, 20, , , 
147,2014-05-28,23.5,20.0,28.9,0.0,0.0,,6.1,,1011.4,0.0, 19, , , 
148,2014-05-29,25.1,18.9,31.7,0.0,0.0,,4.0,,1010.7,0.0, 27, , , 
149,2014-05-30,26.9,20.0,34.4,0.0,0.0,,4.3,,1009.8,0.0, 40, , , 
150,2014-05-31,27.1,21.1,33.9,0.0,0.0,,4.3,,1010.8,0.0, 39, , , 
151,2014-06-01,26.5,21.7,31.1,0.0,0.0,,6.8,,1010.8,0.0, 37, , , 
152,2014-06-02,27.2,23.3,32.8,0.0,0.0,,10.4,,1010.9,0.0, 25, , , 
153,2014-06-03,27.3,23.9,32.2,0.0,0.0,,9.0,,1011.0,0.0, 18, , , 
154,2014-06-04,27.2,23.3,32.8,0.0,0.0,,10.8,,1011.0,0.0, 22, , , 
155,2014-06-05,27.3,23.3,32.8,0.0,0.0,,11.5,,1011.0,0.0, 15, , , 
156,2014-06-06,27.3,22.8,33.3,0.0,0.0,,11.9,,1010.9,0.0, 45, , , 
157,2014-06-07,27.9,23.3,33.3,0.0,0.0,,11.9,,1010.8,0.0, 28, , , 
158,2014-06-08,27.4,24.4,32.2,0.0,0.0,,10.4,,1010.8,0.0, 59, , , 
159,2014-06-09,25.5,20.0,30.0,14.0,0.0,,6.1,,1010.8,0.0, 54, , , 
160,2014-06-10,25.4,17.8,33.3,0.0,0.0,,5.0,,1010.7,0.0, 22, , , 
161,2014-06-11,27.3,18.9,34.4,0.0,0.0,,7.6,,1010.2,0.0, 42, , , 
162,2014-06-12,27.4,20.0,33.3,37.8,0.0,,12.2,,1010.8,0.0, 66, , , 
163,2014-06-13,27.6,20.0,31.7,0.0,0.0,,5.8,,1011.4,0.0, 28, , , 
164,2014-06-14,27.7,22.8,30.6,0.0,0.0,,9.7,,1012.1,0.0, 38, , , 
165,2014-06-15,27.9,23.3,32.8,0.0,0.0,,14.0,,,0.0, 55, , , 
166,2014-06-16,28.0,23.9,33.3,0.0,0.0,,13.0,,1013.3,0.0, 73, , , 
167,2014-06-17,28.2,23.9,33.3,0.0,0.0,,14.8,,1014.0,0.0, 51, , , 
168,2014-06-18,28.3,25.0,33.3,0.5,0.0,,13.7,,1014.6,0.0, 46, , , 
169,2014-06-19,27.9,24.4,32.8,0.3,0.0,,10.4,,1015.2,0.0, 40, , , 
170,2014-06-20,27.5,23.9,32.8,0.0,0.0,,8.3,,1014.8,0.0, 46, , , 
171,2014-06-21,27.7,23.9,33.3,0.0,0.0,,9.0,,1014.4,0.0, 72, , , 
172,2014-06-22,27.6,24.4,32.2,0.0,0.0,,12.2,,1014.3,0.0, 96, , , 
173,2014-06-23,26.4,20.0,31.1,6.9,0.0,,6.8,,1014.1,0.0, 56, , , 
174,2014-06-24,27.1,23.3,33.9,6.1,0.0,,7.2,,1014.0,0.0, 40, , , 
175,2014-06-25,25.7,21.7,31.7,12.4,0.0,,8.6,,1013.8,0.0, 42, , , 
176,2014-06-26,25.4,21.7,31.1,0.3,0.0,,10.8,,1013.7,0.0, 26, , , 
177,2014-06-27,27.4,23.9,32.8,0.0,0.0,,13.3,,1010.8,0.0, 39, , , 
178,2014-06-28,28.5,25.6,33.9,0.0,0.0,,15.1,,1011.2,0.0, 55, , , 
179,2014-06-29,29.1,25.0,35.0,0.0,0.0,,14.4,,1012.4,0.0, 75, , , 
180,2014-06-30,29.0,25.0,35.6,0.0,0.0,,13.0,,1013.6,0.0, 84, , , 
181,2014-07-01,29.0,23.9,35.6,0.0,0.0,,10.1,,1014.6,0.0, 64, , , 
182,2014-07-02,29.1,22.8,36.1,0.0,0.0,,6.5,,1015.6,0.0, 62, , , 
183,2014-07-03,27.7,22.2,35.6,1.8,0.0,,4.7,,1018.0,0.0, 58, , , 
184,2014-07-04,26.3,21.7,33.9,0.0,0.0,,5.8,,1020.5,0.0, 46, , , 
185,2014-07-05,26.5,20.6,34.4,0.0,0.0,,6.5,,1019.8,0.0, 56, , , 
186,2014-07-06,27.9,22.2,35.0,0.0,0.0,,7.9,,1016.1,0.0, 52, , , 
187,2014-07-07,29.0,22.8,35.6,0.0,0.0,,8.6,,1014.7,0.0, 68, , , 
188,2014-07-08,29.6,23.3,36.7,0.0,0.0,,10.4,,1015.3,0.0, 51, , , 
189,2014-07-09,29.4,22.2,36.7,0.0,0.0,,9.4,,1015.6,0.0, 73, , , 
190,2014-07-10,28.3,22.2,35.6,0.0,0.0,,7.6,,1015.7,0.0, 46, , , 
191,2014-07-11,27.5,21.7,35.0,0.0,0.0,,8.3,,1018.1,0.0, 62, , , 
192,2014-07-12,29.0,21.7,36.7,0.0,0.0,,6.1,,1017.4,0.0, 82, , , 
193,2014-07-13,30.5,23.3,37.8,0.0,0.0,,6.8,,1016.8,0.0, 33, , , 
194,2014-07-14,30.6,23.9,38.3,0.0,0.0,,6.1,,1014.6,0.0, 34, , , 
195,2014-07-15,27.5,22.8,33.3,1.5,0.0,,5.4,,1014.0,0.0, 39, , , 
196,2014-07-16,27.4,22.8,35.0,7.9,0.0,,7.2,,1013.4,0.0, 36, , , 
197,2014-07-17,27.4,23.3,31.7,89.7,0.0,,7.6,,1010.4,0.0, 69, , , 
198,2014-07-18,23.8,22.2,25.6,38.6,0.0,,5.4,,1011.6,0.0, 7, , , 
199,2014-07-19,25.2,21.1,30.0,0.0,0.0,,4.0,,1012.9,0.0, 49, , , 
200,2014-07-20,28.1,23.3,34.4,0.0,0.0,,6.5,,1014.1,0.0, 56, , , 
201,2014-07-21,30.0,25.0,35.6,0.0,0.0,,9.4,,1014.3,0.0, 59, , , 
202,2014-07-22,29.8,24.4,35.6,0.0,0.0,,3.2,,1015.0,0.0, 52, , , 
203,2014-07-23,30.2,23.9,36.1,0.0,0.0,,4.0,,1015.8,0.0, 74, , , 
204,2014-07-24,28.8,23.3,34.4,2.3,0.0,,4.3,,1015.0,0.0, 56, , , 
205,2014-07-25,29.7,23.9,35.6,0.0,0.0,,7.6,,1014.5,0.0, 48, , , 
206,2014-07-26,30.2,24.4,36.7,0.0,0.0,,10.4,,1014.3,0.0, 63, , , 
207,2014-07-27,29.9,23.9,36.7,0.0,0.0,,10.1,,1015.5,0.0, 46, , , 
208,2014-07-28,30.1,23.3,37.2,0.0,0.0,,5.0,,1017.2,0.0, 51, , , 
209,2014-07-29,29.6,24.4,36.1,0.0,0.0,,6.5,,1016.9,0.0, 53, , , 
210,2014-07-30,29.6,24.4,35.6,0.0,0.0,,10.1,,1014.5,0.0, 51, , , 
211,2014-07-31,29.2,25.0,36.1,0.0,0.0,,6.5,,1014.8,0.0, 57, , , 
212,2014-08-01,27.0,22.8,32.8,0.0,0.0,,8.6,,1015.0,0.0, 18, , , 
213,2014-08-02,25.7,20.0,32.2,0.0,0.0,,5.4,,1015.4,0.0, 30, , , 
214,2014-08-03,27.5,21.7,34.4,0.0,0.0,,7.2,,1015.7,0.0, 53, , , 
215,2014-08-04,28.5,22.2,34.4,0.0,0.0,,5.0,,1015.0,0.0, 53, , , 
216,2014-08-05,29.5,22.8,36.1,0.0,0.0,,5.0,,1015.5,0.0, 46, , , 
217,2014-08-06,30.2,24.4,37.2,0.0,0.0,,7.6,,1014.3,0.0, 36, , , 
218,2014-08-07,31.4,25.0,38.9,0.0,0.0,,10.1,,1011.7,0.0, 52, , , 
219,2014-08-08,31.5,24.4,38.9,0.0,0.0,,9.7,,1011.9,0.0, 39, , , 
220,2014-08-09,31.3,25.0,37.8,0.0,0.0,,8.3,,1013.6,0.0, 47, , , 
221,2014-08-10,31.4,25.0,38.3,0.0,0.0,,6.8,,1014.3,0.0, 38, , , 
222,2014-08-11,29.1,24.4,38.9,1.3,0.0,,5.4,,1015.5,0.0, 33, , , 
223,2014-08-12,29.7,22.8,37.8,0.0,0.0,,5.8,,1015.7,0.0, 25, , , 
224,2014-08-13,29.1,20.6,36.1,0.0,0.0,,6.5,,1016.0,0.0, 37, , , 
225,2014-08-14,29.6,21.1,36.7,0.0,0.0,,5.8,,1014.7,0.0, 42, , , 
226,2014-08-15,30.7,23.9,38.3,0.0,0.0,,7.2,,1013.1,0.0, 35, , , 
227,2014-08-16,31.6,25.0,40.0,0.0,0.0,,10.8,,1012.0,0.0, 27, , , 
228,2014-08-17,30.5,26.1,38.3,0.0,0.0,,9.4,,1011.9,0.0, 56, , , 
229,2014-08-18,30.9,25.6,38.9,0.0,0.0,,10.4,,1011.8,0.0, 58, , , 
230,2014-08-19,29.9,25.0,35.6,0.0,0.0,,11.9,,1011.3,0.0, 64, , , 
231,2014-08-20,31.1,25.6,38.9,0.0,0.0,,13.0,,1012.4,0.0, 69, , , 
232,2014-08-21,31.6,26.7,39.4,0.0,0.0,,13.7,,1014.7,0.0, 68, , , 
233,2014-08-22,31.8,26.1,39.4,0.0,0.0,,12.2,,1015.2,0.0, 56, , , 
234,2014-08-23,30.9,23.9,38.3,0.0,0.0,,9.0,,1013.6,0.0, 43, , , 
235,2014-08-24,31.2,25.0,38.3,0.0,0.0,,7.9,,1012.9,0.0, 39, , , 
236,2014-08-25,31.5,24.4,38.3,0.0,0.0,,7.6,,1012.2,0.0, 38, , , 
237,2014-08-26,30.7,25.0,38.3,0.0,0.0,,5.8,,1013.4,0.0, 53, , , 
238,2014-08-27,30.1,24.4,36.7,0.0,0.0,,6.1,,1014.3,0.0, 41, , , 
239,2014-08-28,29.3,24.4,37.2,0.0,0.0,,7.9,,1013.6,0.0, 32, , , 
240,2014-08-29,28.2,25.0,35.6,1.8,0.0,,7.6,,1012.8,0.0, 25, , , 
241,2014-08-30,28.7,23.3,35.0,0.0,0.0,,6.5,,1012.1,0.0, 19, , , 
242,2014-08-31,29.3,23.3,37.2,0.0,0.0,,10.8,,1012.8,0.0, 21, , , 
243,2014-09-01,30.7,25.6,38.3,0.0,0.0,,12.2,,1013.4,0.0, 39, , , 
244,2014-09-02,30.1,25.6,36.7,0.3,0.0,,12.2,,1014.0,0.0, 34, , , 
245,2014-09-03,29.7,24.4,37.8,0.0,0.0,,9.0,,1014.6,0.0, 33, , , 
246,2014-09-04,29.2,22.8,37.2,24.9,0.0,,7.6,,1015.2,0.0, 37, , , 
247,2014-09-05,28.6,25.0,36.1,0.5,0.0,,6.1,,1015.8,0.0, 34, , , 
248,2014-09-06,28.9,23.3,36.1,4.8,0.0,,4.7,,1015.4,0.0, 32, , , 
249,2014-09-07,26.4,23.3,31.7,5.6,0.0,,4.7,,1015.1,0.0, 30, , , 
250,2014-09-08,28.2,22.2,35.6,0.0,0.0,,5.0,,1014.7,0.0, 32, , , 
251,2014-09-09,29.4,23.3,36.1,0.0,0.0,,9.0,,1012.7,0.0, 34, , , 
252,2014-09-10,30.1,25.0,37.2,0.0,0.0,,11.9,,1012.2,0.0, 14, , , 
253,2014-09-11,30.4,25.6,37.2,0.0,0.0,,8.3,,1011.6,0.0, 23, , , 
254,2014-09-12,27.6,18.9,35.6,13.0,0.0,,7.9,,1014.8,0.0, 37, , , 
255,2014-09-13,17.1,15.6,18.9,17.3,0.0,,8.6,,1018.1,0.0, 18, , , 
256,2014-09-14,20.3,17.8,25.0,0.0,0.0,,3.2,,1021.3,0.0, 43, , , 
257,2014-09-15,25.0,20.6,31.1,0.0,0.0,,2.5,,1020.0,0.0, 52, , , 
258,2014-09-16,27.5,23.3,34.4,0.5,0.0,,4.3,,1018.6,0.0, 40, , , 
259,2014-09-17,27.4,23.9,32.8,8.9,0.0,,4.7,,1017.3,0.0, 31, , , 
260,2014-09-18,25.3,22.2,32.2,93.0,0.0,,3.2,,1016.0,0.0, 22, , , 
261,2014-09-19,25.6,23.3,30.0,3.3,0.0,,4.3,,1014.6,0.0, 26, , , 
262,2014-09-20,26.0,23.3,32.2,5.3,0.0,,5.4,,1013.3,0.0, 24, , , 
263,2014-09-21,27.1,22.2,32.2,0.0,0.0,,4.3,,1016.1,0.0, 36, , , 
264,2014-09-22,26.9,21.1,32.8,0.0,0.0,,5.8,,1018.0,0.0, 56, , , 
265,2014-09-23,24.1,19.4,29.4,0.0,0.0,,5.4,,1018.8,0.0, 35, , , 
266,2014-09-24,22.3,15.6,28.9,0.0,0.0,,3.6,,1019.2,0.0, 43, , , 
267,2014-09-25,22.8,16.7,28.3,0.0,0.0,,5.0,,1019.3,0.0, 41, , , 
268,2014-09-26,24.4,18.9,29.4,0.0,0.0,,5.4,,1017.6,0.0, 41, , , 
269,2014-09-27,23.7,20.0,26.7,0.0,0.0,,2.9,,1015.9,0.0, 50, , , 
270,2014-09-28,24.3,18.9,31.1,0.0,0.0,,4.0,,1015.1,0.0, 39, , , 
