,dt,temp,feels_like,pressure,humidity,temp_min,temp_max,speed,deg,gust,all,id,main,description,icon,0,1h
131,22-02-03 11:00:00,-0.59,-3.91,1015.0,91.0,-2.06,0.84,2.68,293.0,4.92,90,701,Mist,mist,50n,,7.09
132,22-02-03 12:00:00,-0.81,-3.69,1017.0,92.0,-2.06,0.66,2.24,315.0,5.36,90,511,Rain,freezing rain,13n,,2.9
133,22-02-03 13:00:00,-0.8,-0.8,1018.0,92.0,-1.96,0.28,0.45,360.0,1.34,90,701,Mist,mist,50n,,
134,22-02-03 14:00:00,-0.76,-2.35,1018.0,92.0,-2.06,0.27,1.34,360.0,4.02,90,501,Rain,moderate rain,10d,,1.33
135,22-02-03 15:00:00,-1.58,-1.58,1019.0,92.0,-3.35,-0.18,0.45,360.0,1.34,90,601,Snow,snow,13d,,
136,22-02-03 16:00:00,-2.27,-2.27,1020.0,91.0,-4.12,-0.79,0.45,360.0,3.58,90,601,Snow,snow,13d,,
137,22-02-03 17:00:00,-2.65,-8.32,1022.0,90.0,-4.28,-1.38,5.14,330.0,12.35,90,601,Snow,snow,13d,,
138,22-02-03 18:00:00,-2.81,-7.83,1021.0,90.0,-4.28,-1.6,4.12,340.0,11.32,90,601,Snow,snow,13d,,
139,22-02-03 19:00:00,-3.02,-8.78,1021.0,90.0,-4.28,-1.56,5.14,340.0,10.8,90,601,Snow,snow,13d,,
140,22-02-03 20:00:00,-3.06,-8.83,1021.0,89.0,-4.35,-1.68,5.14,330.0,12.86,90,600,Snow,light snow,13d,,
141,22-02-03 21:00:00,-2.59,-2.59,1021.0,88.0,-3.77,-1.38,0.45,360.0,2.68,90,600,Snow,light snow,13d,,
142,22-02-03 22:00:00,-2.14,-2.14,1022.0,88.0,-3.37,-0.68,0.45,360.0,3.13,90,804,Clouds,overcast clouds,04d,,
143,22-02-03 23:00:00,-2.27,-5.41,1023.0,87.0,-3.73,-0.68,2.24,315.0,4.47,90,804,Clouds,overcast clouds,04d,,
144,22-02-04 00:00:00,-2.77,-6.0,1023.0,87.0,-4.18,-1.38,2.24,315.0,4.92,90,804,Clouds,overcast clouds,04d,,
145,22-02-04 01:00:00,-3.3,-5.99,1025.0,87.0,-4.74,-2.08,1.79,315.0,4.47,90,804,Clouds,overcast clouds,04n,,
146,22-02-04 02:00:00,-3.77,-7.17,1026.0,86.0,-5.1,-2.65,2.24,293.0,4.92,90,804,Clouds,overcast clouds,04n,,
147,22-02-04 03:00:00,-4.2,-7.03,1027.0,86.0,-5.45,-3.21,1.79,293.0,3.58,75,803,Clouds,broken clouds,04n,,
148,22-02-04 04:00:00,-4.45,-8.5,1028.0,85.0,-5.66,-3.41,2.68,293.0,4.92,90,804,Clouds,overcast clouds,04n,,
149,22-02-04 05:00:00,-4.86,-7.8,1029.0,84.0,-6.21,-3.68,1.79,270.0,4.02,90,804,Clouds,overcast clouds,04n,,
150,22-02-04 06:00:00,-5.63,-8.69,1029.0,84.0,-6.77,-4.39,1.79,315.0,3.58,75,803,Clouds,broken clouds,04n,,
151,22-02-04 07:00:00,-6.07,-10.43,1029.0,84.0,-7.1,-4.9,2.68,293.0,5.81,90,804,Clouds,overcast clouds,04n,,
152,22-02-04 08:00:00,-6.34,-9.51,1029.0,85.0,-7.46,-5.18,1.79,293.0,4.92,90,804,Clouds,overcast clouds,04n,,
153,22-02-04 09:00:00,-6.36,-6.36,1029.0,85.0,-7.45,-5.45,0.45,360.0,2.24,90,804,Clouds,overcast clouds,04n,,
154,22-02-04 10:00:00,-6.54,-13.54,1031.0,84.0,-7.46,-4.68,5.66,340.0,13.38,90,804,Clouds,overcast clouds,04n,,
155,22-02-04 11:00:00,-6.25,-9.83,1033.0,86.0,-7.46,-4.85,2.06,310.0,,90,804,Clouds,overcast clouds,04n,,
156,22-02-04 12:00:00,-5.76,-8.0,1031.0,85.0,-6.9,-3.68,1.34,360.0,3.13,90,804,Clouds,overcast clouds,04n,,
157,22-02-04 13:00:00,-4.51,-11.27,1034.0,74.0,-5.45,-3.68,6.17,330.0,10.8,90,804,Clouds,overcast clouds,04n,,
158,22-02-04 14:00:00,-4.18,-9.51,1035.0,71.0,-5.45,-3.68,4.12,330.0,8.23,90,804,Clouds,overcast clouds,04d,,
159,22-02-04 15:00:00,-4.32,-7.82,1034.0,85.0,-5.29,-3.28,2.24,293.0,4.47,90,804,Clouds,overcast clouds,04d,,
160,22-02-04 16:00:00,-3.19,-7.0,1035.0,84.0,-4.35,-2.19,2.68,293.0,7.6,90,804,Clouds,overcast clouds,04d,,
161,22-02-04 17:00:00,-1.7,-5.66,1035.0,82.0,-3.24,-0.45,3.13,315.0,6.71,75,600,Snow,light snow,13d,,
162,22-02-04 18:00:00,-0.14,-3.78,1035.0,81.0,-1.51,1.32,3.13,293.0,6.26,75,600,Snow,light snow,13d,,
163,22-02-04 19:00:00,1.3,-2.05,1034.0,80.0,-0.14,2.43,3.13,270.0,7.15,20,500,Rain,light rain,10d,,0.64
164,22-02-04 20:00:00,2.15,-1.36,1034.0,80.0,0.68,3.62,3.58,293.0,6.71,20,801,Clouds,few clouds,02d,,
165,22-02-04 21:00:00,2.93,1.2,1033.0,77.0,1.23,5.15,1.79,10.0,3.58,1,800,Clear,clear sky,01d,,
166,22-02-04 22:00:00,3.55,-0.79,1036.0,70.0,1.8,6.32,5.66,340.0,9.26,1,800,Clear,clear sky,01d,,
167,22-02-04 23:00:00,3.17,-0.76,1036.0,68.0,1.8,5.19,4.63,340.0,10.29,1,800,Clear,clear sky,01d,,
168,22-02-05 00:00:00,2.25,-1.25,1036.0,71.0,1.01,3.27,3.6,340.0,9.77,1,500,Rain,light rain,10d,,0.25
0,22-02-05 00:00:00,2.25,-1.25,1036.0,71.0,1.01,3.27,3.6,340.0,9.77,1,500,Rain,light rain,10d,,0.25
1,22-02-05 01:00:00,1.03,-0.99,1035.0,74.0,-0.29,2.32,1.79,314.0,4.02,1,500,Rain,light rain,10n,,0.25
2,22-02-05 02:00:00,0.33,-2.35,1036.0,76.0,-0.57,1.32,2.24,293.0,4.02,1,800,Clear,clear sky,01n,,
3,22-02-05 03:00:00,-0.31,-1.84,1037.0,78.0,-1.45,1.15,1.34,293.0,2.68,1,800,Clear,clear sky,01n,,
4,22-02-05 04:00:00,-0.84,-2.44,1037.0,80.0,-2.12,0.61,1.34,293.0,2.24,1,800,Clear,clear sky,01n,,
5,22-02-05 05:00:00,-1.22,-2.87,1037.0,81.0,-3.04,0.11,1.34,270.0,2.68,1,800,Clear,clear sky,01n,,
6,22-02-05 06:00:00,-1.7,-1.7,1037.0,82.0,-3.23,-0.45,0.89,270.0,1.79,1,800,Clear,clear sky,01n,,
7,22-02-05 07:00:00,-2.15,-2.15,1036.0,83.0,-3.73,-0.63,0.45,270.0,0.89,1,800,Clear,clear sky,01n,,
8,22-02-05 08:00:00,-2.54,-2.54,1036.0,84.0,-4.64,-0.75,0.89,248.0,1.34,1,800,Clear,clear sky,01n,,
9,22-02-05 09:00:00,-3.03,-3.03,1036.0,86.0,-5.39,-1.27,0.89,225.0,1.79,1,800,Clear,clear sky,01n,,
10,22-02-05 10:00:00,-3.62,-3.62,1036.0,88.0,-5.89,-2.13,0.45,225.0,0.89,1,800,Clear,clear sky,01n,,
11,22-02-05 11:00:00,-4.08,-4.08,1035.0,89.0,-6.34,-2.21,0.45,225.0,0.89,1,800,Clear,clear sky,01n,,
12,22-02-05 12:00:00,-4.52,-8.59,1035.0,90.0,-7.12,-2.46,2.68,316.0,4.02,1,800,Clear,clear sky,01n,,
13,22-02-05 13:00:00,-4.56,-9.11,1035.0,89.0,-7.4,-2.62,3.13,312.0,4.92,1,800,Clear,clear sky,01n,,
14,22-02-05 14:00:00,-3.93,-8.35,1035.0,89.0,-6.85,-1.81,3.13,313.0,4.02,1,800,Clear,clear sky,01d,,
15,22-02-05 15:00:00,-0.51,-0.51,1035.0,84.0,-2.66,1.77,0.45,225.0,1.79,1,800,Clear,clear sky,01d,,
16,22-02-05 16:00:00,2.51,2.51,1035.0,74.0,0.29,4.74,0.89,338.0,1.34,1,800,Clear,clear sky,01d,,
17,22-02-05 17:00:00,4.87,3.44,1034.0,56.0,3.2,6.16,1.79,120.0,2.24,1,800,Clear,clear sky,01d,,
18,22-02-05 18:00:00,6.65,6.65,1033.0,46.0,5.27,8.43,0.89,128.0,1.79,1,800,Clear,clear sky,01d,,
19,22-02-05 19:00:00,7.92,7.47,1031.0,44.0,6.83,9.74,1.34,335.0,2.68,1,800,Clear,clear sky,01d,,
20,22-02-05 20:00:00,8.95,8.95,1029.0,41.0,7.83,10.85,0.45,321.0,2.24,1,800,Clear,clear sky,01d,,
21,22-02-05 21:00:00,9.85,9.85,1030.0,31.0,8.39,12.15,0.0,0.0,,1,800,Clear,clear sky,01d,,
22,22-02-05 22:00:00,9.99,8.45,1027.0,38.0,8.94,11.81,3.09,130.0,,1,800,Clear,clear sky,01d,,
23,22-02-05 23:00:00,9.45,8.12,1028.0,37.0,8.39,11.32,2.57,160.0,,1,800,Clear,clear sky,01d,,
24,22-02-06 00:00:00,7.73,5.73,1027.0,41.0,7.19,9.43,3.09,140.0,,1,800,Clear,clear sky,01d,,
25,22-02-06 01:00:00,4.78,3.64,1026.0,53.0,2.6,7.19,1.54,140.0,,1,800,Clear,clear sky,01n,,
26,22-02-06 02:00:00,3.22,1.86,1026.0,59.0,-0.18,5.67,1.54,150.0,,1,800,Clear,clear sky,01n,,
27,22-02-06 03:00:00,2.17,2.17,1026.0,64.0,-1.32,5.15,0.45,174.0,0.89,1,800,Clear,clear sky,01n,,
28,22-02-06 04:00:00,1.82,1.82,1025.0,63.0,-1.75,4.6,0.45,158.0,1.79,1,800,Clear,clear sky,01n,,
29,22-02-06 05:00:00,1.12,-0.54,1026.0,66.0,-1.88,3.62,1.54,230.0,,1,800,Clear,clear sky,01n,,
30,22-02-06 06:00:00,1.24,1.24,1025.0,63.0,-1.07,3.51,0.45,158.0,1.34,1,800,Clear,clear sky,01n,,
31,22-02-06 07:00:00,1.04,1.04,1024.0,67.0,-1.63,3.28,0.45,158.0,1.79,1,800,Clear,clear sky,01n,,
32,22-02-06 08:00:00,0.53,0.53,1023.0,72.0,-1.97,2.72,0.45,358.0,2.24,1,800,Clear,clear sky,01n,,
33,22-02-06 09:00:00,0.27,-1.18,1022.0,75.0,-1.85,2.28,1.34,240.0,2.68,1,800,Clear,clear sky,01n,,
34,22-02-06 10:00:00,0.17,0.17,1022.0,76.0,-2.62,2.17,0.0,0.0,,1,800,Clear,clear sky,01n,,
35,22-02-06 11:00:00,-0.21,-0.21,1022.0,77.0,-3.29,2.37,0.0,0.0,,1,800,Clear,clear sky,01n,,
36,22-02-06 12:00:00,-0.97,-0.97,1023.0,81.0,-3.81,1.51,0.0,0.0,,1,800,Clear,clear sky,01n,,
37,22-02-06 13:00:00,-1.3,-1.3,1024.0,82.0,-3.81,1.26,0.0,0.0,,1,800,Clear,clear sky,01n,,
38,22-02-06 14:00:00,-0.07,-0.07,1022.0,80.0,-2.85,2.57,0.0,0.0,,1,800,Clear,clear sky,01d,,
39,22-02-06 15:00:00,3.34,3.34,1023.0,75.0,0.98,6.46,0.0,0.0,,1,800,Clear,clear sky,01d,,
40,22-02-06 16:00:00,6.82,6.23,1023.0,63.0,4.54,9.35,1.34,113.0,2.24,1,800,Clear,clear sky,01d,,
41,22-02-06 17:00:00,9.42,9.42,1024.0,54.0,7.27,11.77,0.89,90.0,3.13,1,800,Clear,clear sky,01d,,
42,22-02-06 18:00:00,11.49,9.95,1023.0,48.0,9.5,13.64,1.34,135.0,3.13,1,800,Clear,clear sky,01d,,
43,22-02-06 19:00:00,12.86,11.32,1021.0,43.0,11.16,14.74,1.34,135.0,4.02,1,800,Clear,clear sky,01d,,
44,22-02-06 20:00:00,13.91,12.4,1020.0,40.0,12.27,16.02,1.79,135.0,4.92,1,800,Clear,clear sky,01d,,
45,22-02-06 21:00:00,14.58,13.14,1020.0,40.0,12.83,16.73,1.79,135.0,4.02,1,800,Clear,clear sky,01d,,
46,22-02-06 22:00:00,14.78,13.36,1019.0,40.0,13.55,16.73,2.06,0.0,,1,800,Clear,clear sky,01d,,
47,22-02-06 23:00:00,14.24,12.79,1019.0,41.0,12.64,16.48,1.79,127.0,3.58,1,800,Clear,clear sky,01d,,
48,22-02-07 00:00:00,12.12,10.67,1021.0,49.0,10.32,13.86,1.54,130.0,,1,800,Clear,clear sky,01d,,
49,22-02-07 01:00:00,9.49,9.49,1021.0,58.0,6.73,11.63,0.0,0.0,,1,800,Clear,clear sky,01n,,
50,22-02-07 02:00:00,7.95,7.95,1022.0,65.0,5.17,10.57,0.0,0.0,,1,800,Clear,clear sky,01n,,
51,22-02-07 03:00:00,6.76,5.91,1023.0,69.0,3.71,10.01,1.54,30.0,,1,800,Clear,clear sky,01n,,
52,22-02-07 04:00:00,5.84,5.84,1024.0,72.0,3.01,9.17,0.0,0.0,,1,800,Clear,clear sky,01n,,
53,22-02-07 05:00:00,5.46,5.46,1024.0,73.0,2.38,8.34,0.0,0.0,,1,800,Clear,clear sky,01n,,
54,22-02-07 06:00:00,4.67,4.67,1024.0,77.0,1.83,7.62,0.0,0.0,,1,800,Clear,clear sky,01n,,
55,22-02-07 07:00:00,4.58,4.58,1025.0,78.0,1.83,7.38,0.45,59.0,1.79,1,800,Clear,clear sky,01n,,
56,22-02-07 08:00:00,4.46,2.68,1025.0,77.0,1.83,7.07,2.06,310.0,,1,800,Clear,clear sky,01n,,
57,22-02-07 09:00:00,4.55,4.55,1025.0,76.0,2.38,6.49,0.45,352.0,1.79,1,800,Clear,clear sky,01n,,
58,22-02-07 10:00:00,4.28,4.28,1025.0,79.0,2.01,6.49,0.89,335.0,2.24,1,800,Clear,clear sky,01n,,
59,22-02-07 11:00:00,3.87,3.87,1026.0,78.0,2.09,5.93,0.89,270.0,1.34,1,800,Clear,clear sky,01n,,
60,22-02-07 12:00:00,3.43,3.43,1026.0,79.0,1.55,5.38,0.45,248.0,0.89,0,800,Clear,clear sky,01n,,
61,22-02-07 13:00:00,3.09,3.09,1028.0,78.0,1.23,4.82,0.45,248.0,0.89,0,800,Clear,clear sky,01n,,
62,22-02-07 14:00:00,3.47,3.47,1028.0,77.0,1.79,5.46,0.89,293.0,2.24,0,800,Clear,clear sky,01d,,
63,22-02-07 15:00:00,5.95,4.69,1029.0,71.0,4.28,7.88,1.79,293.0,3.58,0,800,Clear,clear sky,01d,,
64,22-02-07 16:00:00,8.8,7.28,1029.0,61.0,6.96,10.66,2.68,315.0,4.92,0,800,Clear,clear sky,01d,,
65,22-02-07 17:00:00,11.26,9.83,1029.0,53.0,9.27,13.1,2.68,315.0,5.36,0,800,Clear,clear sky,01d,,
66,22-02-07 18:00:00,13.16,11.76,1029.0,47.0,11.45,14.76,1.79,293.0,3.58,0,800,Clear,clear sky,01d,,
67,22-02-07 19:00:00,14.44,13.04,1028.0,42.0,12.64,16.08,2.68,315.0,6.71,0,800,Clear,clear sky,01d,,
68,22-02-07 20:00:00,15.18,13.8,1027.0,40.0,13.49,16.54,3.13,338.0,5.81,0,800,Clear,clear sky,01d,,
69,22-02-07 21:00:00,15.66,14.3,1025.0,39.0,14.05,17.23,2.24,315.0,4.47,0,800,Clear,clear sky,01d,,
70,22-02-07 22:00:00,15.74,14.39,1026.0,39.0,14.27,17.19,2.24,315.0,4.02,0,800,Clear,clear sky,01d,,
71,22-02-07 23:00:00,15.1,13.71,1026.0,40.0,13.75,16.43,2.68,293.0,5.36,0,800,Clear,clear sky,01d,,
72,22-02-08 00:00:00,13.54,12.05,1026.0,42.0,12.34,14.49,4.02,56.0,4.92,0,800,Clear,clear sky,01d,,
73,22-02-08 01:00:00,10.62,9.02,1027.0,49.0,8.16,12.37,0.0,0.0,,0,800,Clear,clear sky,01n,,
74,22-02-08 02:00:00,8.11,8.11,1027.0,59.0,5.45,10.38,0.0,0.0,,0,800,Clear,clear sky,01n,,
75,22-02-08 03:00:00,7.01,7.01,1028.0,62.0,4.21,9.65,0.0,0.0,,0,800,Clear,clear sky,01n,,
76,22-02-08 04:00:00,5.98,5.98,1029.0,65.0,3.49,8.67,0.0,0.0,,0,800,Clear,clear sky,01n,,
77,22-02-08 05:00:00,5.42,5.42,1029.0,65.0,2.19,8.54,0.0,0.0,,0,800,Clear,clear sky,01n,,
78,22-02-08 06:00:00,5.13,3.74,1027.0,63.0,2.01,7.94,1.79,337.0,2.24,0,800,Clear,clear sky,01n,,
79,22-02-08 07:00:00,4.95,3.25,1026.0,62.0,1.01,7.8,2.06,310.0,,0,800,Clear,clear sky,01n,,
80,22-02-08 08:00:00,4.38,4.38,1026.0,58.0,-0.45,7.99,0.45,281.0,2.24,0,800,Clear,clear sky,01n,,
81,22-02-08 09:00:00,4.45,4.45,1025.0,57.0,-0.85,8.46,0.89,334.0,1.79,0,800,Clear,clear sky,01n,,
82,22-02-08 10:00:00,4.24,1.85,1025.0,60.0,-1.45,7.91,2.68,320.0,3.58,0,800,Clear,clear sky,01n,,
83,22-02-08 11:00:00,3.62,1.2,1027.0,64.0,-0.99,6.8,2.57,300.0,,0,800,Clear,clear sky,01n,,
84,22-02-08 12:00:00,3.7,1.79,1027.0,62.0,-2.85,6.8,2.06,290.0,,0,800,Clear,clear sky,01n,,
85,22-02-08 13:00:00,3.86,2.59,1027.0,59.0,-2.85,6.32,1.54,310.0,,0,800,Clear,clear sky,01n,,
86,22-02-08 14:00:00,4.64,2.89,1027.0,63.0,-0.45,7.43,2.06,300.0,,0,800,Clear,clear sky,01d,,
87,22-02-08 15:00:00,7.87,6.66,1025.0,65.0,5.98,10.46,2.06,310.0,,0,800,Clear,clear sky,01d,,
88,22-02-08 16:00:00,11.44,9.97,1026.0,51.0,8.94,14.07,0.45,270.0,0.89,0,800,Clear,clear sky,01d,,
89,22-02-08 17:00:00,14.68,13.25,1025.0,40.0,12.34,16.77,1.79,203.0,4.02,0,800,Clear,clear sky,01d,,
90,22-02-08 18:00:00,16.56,15.19,1025.0,35.0,14.77,18.08,2.24,203.0,3.58,0,800,Clear,clear sky,01d,,
91,22-02-08 19:00:00,17.79,16.43,1023.0,31.0,16.27,19.19,1.79,225.0,4.02,0,800,Clear,clear sky,01d,,
92,22-02-08 20:00:00,18.69,17.4,1021.0,30.0,16.95,20.02,0.89,203.0,2.24,0,800,Clear,clear sky,01d,,
93,22-02-08 21:00:00,19.17,17.87,1020.0,28.0,17.55,20.34,1.34,338.0,2.24,0,800,Clear,clear sky,01d,,
94,22-02-08 22:00:00,19.3,18.02,1019.0,28.0,17.94,20.82,1.79,135.0,4.47,0,800,Clear,clear sky,01d,,
95,22-02-08 23:00:00,18.78,17.47,1019.0,29.0,17.64,19.84,0.45,245.0,1.79,0,800,Clear,clear sky,01d,,
96,22-02-09 00:00:00,16.36,14.97,1019.0,35.0,14.86,17.55,1.54,200.0,,0,800,Clear,clear sky,01d,,
97,22-02-09 01:00:00,13.48,12.01,1019.0,43.0,10.47,15.43,1.54,160.0,,0,800,Clear,clear sky,01n,,
98,22-02-09 02:00:00,11.55,10.04,1020.0,49.0,8.35,14.37,0.89,158.0,1.79,0,800,Clear,clear sky,01n,,
99,22-02-09 03:00:00,10.4,8.85,1020.0,52.0,7.82,13.01,0.0,0.0,,0,800,Clear,clear sky,01n,,
100,22-02-09 04:00:00,9.47,9.47,1020.0,54.0,6.77,12.15,0.45,195.0,0.89,0,800,Clear,clear sky,01n,,
101,22-02-09 05:00:00,8.94,8.94,1020.0,53.0,6.27,12.15,0.0,0.0,,0,800,Clear,clear sky,01n,,
102,22-02-09 06:00:00,8.44,8.44,1019.0,55.0,5.16,11.9,0.45,230.0,1.79,0,800,Clear,clear sky,01n,,
103,22-02-09 07:00:00,7.67,7.19,1020.0,58.0,4.92,10.43,1.34,203.0,3.58,0,800,Clear,clear sky,01n,,
104,22-02-09 08:00:00,7.67,7.19,1020.0,58.0,5.15,10.23,1.34,180.0,3.13,3,800,Clear,clear sky,01n,,
105,22-02-09 09:00:00,7.3,6.77,1019.0,57.0,4.56,9.43,1.34,180.0,3.13,0,800,Clear,clear sky,01n,,
106,22-02-09 10:00:00,6.9,6.9,1019.0,58.0,3.49,9.12,0.89,225.0,2.24,0,800,Clear,clear sky,01n,,
107,22-02-09 11:00:00,6.89,6.89,1019.0,59.0,3.71,9.22,0.89,203.0,1.79,0,800,Clear,clear sky,01n,,
108,22-02-09 12:00:00,6.93,6.93,1018.0,60.0,3.19,9.59,0.89,225.0,1.79,1,800,Clear,clear sky,01n,,
109,22-02-09 13:00:00,6.75,6.75,1019.0,62.0,3.27,9.07,0.45,225.0,1.34,0,800,Clear,clear sky,01n,,
110,22-02-09 14:00:00,7.21,5.38,1020.0,64.0,4.05,9.57,2.68,320.0,4.02,0,800,Clear,clear sky,01d,,
111,22-02-09 15:00:00,10.07,8.62,1020.0,57.0,7.55,12.96,1.34,310.0,3.13,0,800,Clear,clear sky,01d,,
112,22-02-09 16:00:00,13.59,12.23,1021.0,47.0,11.21,16.59,1.79,248.0,3.13,0,800,Clear,clear sky,01d,,
113,22-02-09 17:00:00,16.88,15.62,1021.0,38.0,14.6,19.19,1.34,180.0,2.68,0,800,Clear,clear sky,01d,,
114,22-02-09 18:00:00,19.29,18.16,1019.0,34.0,17.25,21.29,0.45,113.0,2.24,16,801,Clouds,few clouds,02d,,
115,22-02-09 19:00:00,20.93,19.86,1018.0,30.0,19.05,22.49,1.79,225.0,4.02,0,800,Clear,clear sky,01d,,
116,22-02-09 20:00:00,21.96,20.92,1017.0,27.0,20.05,23.08,1.34,23.0,2.24,0,800,Clear,clear sky,01d,,
117,22-02-09 21:00:00,22.45,21.4,1015.0,25.0,20.61,23.83,0.0,0.0,,0,800,Clear,clear sky,01d,,
118,22-02-09 22:00:00,22.73,21.69,1015.0,24.0,21.23,23.63,0.0,0.0,,0,800,Clear,clear sky,01d,,
119,22-02-09 23:00:00,21.96,20.84,1017.0,24.0,20.67,23.32,0.0,0.0,,0,800,Clear,clear sky,01d,,
120,22-02-10 00:00:00,18.95,17.71,1017.0,31.0,16.27,21.19,0.0,0.0,,0,800,Clear,clear sky,01d,,
121,22-02-10 01:00:00,15.76,14.49,1016.0,42.0,12.81,17.69,0.0,0.0,,0,800,Clear,clear sky,01n,,
122,22-02-10 02:00:00,14.13,12.77,1017.0,45.0,10.36,16.75,0.0,0.0,,0,800,Clear,clear sky,01n,,
123,22-02-10 03:00:00,12.58,11.23,1017.0,51.0,9.05,15.56,1.54,30.0,,0,800,Clear,clear sky,01n,,
124,22-02-10 04:00:00,11.41,10.04,1017.0,55.0,7.94,14.66,1.79,90.0,2.24,0,800,Clear,clear sky,01n,,
125,22-02-10 05:00:00,10.63,9.34,1017.0,61.0,7.9,14.12,0.0,0.0,,0,800,Clear,clear sky,01n,,
126,22-02-10 06:00:00,10.78,9.35,1016.0,55.0,6.15,13.73,0.0,0.0,,0,800,Clear,clear sky,01n,,
127,22-02-10 07:00:00,10.2,8.74,1016.0,56.0,6.15,13.18,0.0,0.0,,0,800,Clear,clear sky,01n,,
128,22-02-10 08:00:00,9.95,9.95,1016.0,55.0,6.19,12.4,0.89,241.0,1.79,0,800,Clear,clear sky,01n,,
129,22-02-10 09:00:00,9.76,9.55,1017.0,53.0,6.32,12.43,1.34,257.0,2.68,0,800,Clear,clear sky,01n,,
130,22-02-10 10:00:00,9.34,9.08,1017.0,52.0,5.72,11.51,1.34,262.0,2.24,0,800,Clear,clear sky,01n,,
131,22-02-10 11:00:00,8.97,8.43,1017.0,54.0,5.32,11.27,1.54,0.0,,0,800,Clear,clear sky,01n,,
132,22-02-10 12:00:00,8.82,8.49,1017.0,55.0,5.32,11.51,1.34,337.0,2.24,0,800,Clear,clear sky,01n,,
133,22-02-10 13:00:00,7.98,7.54,1019.0,58.0,3.19,11.58,1.34,315.0,2.24,0,800,Clear,clear sky,01n,,
134,22-02-10 14:00:00,7.86,7.86,1019.0,58.0,2.55,11.51,0.45,292.0,1.34,0,800,Clear,clear sky,01d,,
135,22-02-10 15:00:00,11.49,10.16,1020.0,56.0,9.05,14.46,0.45,336.0,0.45,0,800,Clear,clear sky,01d,,
136,22-02-10 16:00:00,14.93,13.78,1020.0,50.0,12.54,17.24,1.79,248.0,2.68,0,800,Clear,clear sky,01d,,
137,22-02-10 17:00:00,18.34,17.4,1020.0,45.0,15.73,20.57,0.89,248.0,2.24,0,800,Clear,clear sky,01d,,
138,22-02-10 18:00:00,20.6,19.73,1019.0,39.0,18.18,22.33,0.89,317.0,2.24,0,800,Clear,clear sky,01d,,
139,22-02-10 19:00:00,22.29,21.41,1018.0,32.0,20.27,23.99,3.13,116.0,4.02,0,800,Clear,clear sky,01d,,
140,22-02-10 20:00:00,22.73,21.82,1016.0,29.0,21.07,24.25,0.45,93.0,1.79,0,800,Clear,clear sky,01d,,
141,22-02-10 21:00:00,23.04,22.16,1016.0,29.0,21.4,24.54,0.45,133.0,1.34,0,800,Clear,clear sky,01d,,
142,22-02-10 22:00:00,22.9,22.0,1015.0,29.0,21.5,24.41,2.06,0.0,,0,800,Clear,clear sky,01d,,
143,22-02-10 23:00:00,21.98,21.02,1015.0,30.0,21.01,23.6,2.06,110.0,,0,800,Clear,clear sky,01d,,
144,22-02-11 00:00:00,19.31,18.18,1015.0,34.0,17.54,20.55,2.06,150.0,,0,800,Clear,clear sky,01d,,
145,22-02-11 01:00:00,16.39,15.18,1015.0,42.0,13.36,18.55,2.06,160.0,,0,800,Clear,clear sky,01n,,
146,22-02-11 02:00:00,14.6,13.32,1016.0,46.0,11.49,17.24,0.0,0.0,,0,800,Clear,clear sky,01n,,
147,22-02-11 03:00:00,13.59,12.26,1016.0,48.0,10.1,16.69,0.45,158.0,1.34,0,800,Clear,clear sky,01n,,
148,22-02-11 04:00:00,12.88,11.53,1016.0,50.0,9.61,15.57,1.34,158.0,3.13,0,800,Clear,clear sky,01n,,
149,22-02-11 05:00:00,12.42,11.05,1015.0,51.0,9.48,15.16,0.89,127.0,2.24,0,800,Clear,clear sky,01n,,
150,22-02-11 06:00:00,12.2,10.83,1015.0,52.0,9.19,14.35,1.34,158.0,3.13,0,800,Clear,clear sky,01n,,
151,22-02-11 07:00:00,11.55,10.25,1015.0,57.0,8.95,13.8,1.34,180.0,3.13,0,800,Clear,clear sky,01n,,
152,22-02-11 08:00:00,11.12,9.98,1015.0,65.0,8.21,13.62,1.34,158.0,4.02,0,800,Clear,clear sky,01n,,
153,22-02-11 09:00:00,10.82,9.76,1014.0,69.0,8.08,13.15,1.34,180.0,3.58,0,800,Clear,clear sky,01n,,
154,22-02-11 10:00:00,10.41,9.36,1014.0,71.0,7.34,12.69,1.79,180.0,4.02,0,800,Clear,clear sky,01n,,
155,22-02-11 11:00:00,10.14,9.12,1014.0,73.0,6.92,12.69,0.89,180.0,1.79,0,800,Clear,clear sky,01n,,
156,22-02-11 12:00:00,9.66,9.66,1014.0,74.0,6.32,12.37,0.89,180.0,2.68,0,800,Clear,clear sky,01n,,
157,22-02-11 13:00:00,9.4,9.14,1014.0,75.0,6.27,12.37,1.34,158.0,2.68,0,800,Clear,clear sky,01n,,
158,22-02-11 14:00:00,10.31,9.35,1014.0,75.0,6.88,13.48,1.34,158.0,3.58,0,800,Clear,clear sky,01d,,
159,22-02-11 15:00:00,13.91,13.16,1015.0,69.0,10.88,16.39,1.79,203.0,3.58,0,800,Clear,clear sky,01d,,
160,22-02-11 16:00:00,17.26,16.66,1015.0,62.0,15.1,19.23,1.34,180.0,3.13,0,800,Clear,clear sky,01d,,
161,22-02-11 17:00:00,19.72,19.18,1015.0,55.0,18.1,21.21,2.24,180.0,4.92,0,800,Clear,clear sky,01d,,
