time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2011-09-25,27.9,15.0,40.6,0.0,0.0,,6.0,,1013.6,0.0
2011-10-02,27.4,14.4,40.0,0.5,0.0,,6.5,,1014.0,0.0
2011-10-09,25.0,13.3,35.0,55.6,0.0,,9.5,,1016.4,0.0
2011-10-16,24.0,12.2,31.7,0.0,0.0,,4.5,,1014.3,0.0
2011-10-23,20.6,6.7,32.2,0.0,0.0,,9.2,,1016.9,0.0
2011-10-30,18.2,6.7,31.1,0.0,0.0,,8.1,,1019.2,0.0
2011-11-06,17.0,2.2,30.0,0.3,0.0,346.4,9.5,,1018.9,0.0
2011-11-13,17.3,1.7,30.0,2.1,0.0,347.8,10.5,,1021.2,0.0
2011-11-20,18.9,6.1,28.3,17.3,0.0,,9.3,,1013.9,0.0
2011-11-27,15.6,3.9,26.1,54.4,0.0,,9.5,,1021.1,0.0
2011-12-04,12.2,0.6,22.8,46.2,0.0,,7.4,,1022.4,0.0
2011-12-11,6.3,-2.8,17.8,16.6,0.0,,7.8,,1026.6,0.0
2011-12-18,14.3,7.8,22.8,23.8,0.0,,9.7,,1029.2,0.0
2011-12-25,8.8,4.4,21.1,37.3,0.0,,8.9,,1021.6,0.0
2012-01-01,11.4,2.8,26.1,1.3,0.0,,6.9,,1022.0,0.0
2012-01-08,12.6,-0.6,23.3,1.3,0.0,,5.6,,1026.1,0.0
2012-01-15,9.4,-0.6,25.0,22.1,0.0,,9.2,,1021.8,0.0
2012-01-22,15.4,2.2,26.7,0.0,0.0,,8.7,,1016.8,0.0
2012-01-29,12.9,1.1,21.7,90.0,0.0,,7.9,,1020.7,0.0
2012-02-05,15.7,5.0,27.8,13.5,0.0,,8.0,,1019.6,0.0
2012-02-12,8.4,-1.7,19.4,4.1,0.0,,8.1,,1027.4,0.0
2012-02-19,13.1,3.9,25.6,63.6,0.0,,7.7,,1021.9,0.0
2012-02-26,15.8,3.9,33.3,0.0,0.0,,9.1,,1017.3,0.0
2012-03-04,18.1,5.6,28.3,2.3,0.0,166.7,8.7,,1015.8,0.0
2012-03-11,14.6,5.6,24.4,61.8,0.0,162.7,12.0,,1019.7,0.0
2012-03-18,21.3,10.6,27.8,0.0,0.0,,11.6,,1015.3,0.0
2012-03-25,18.0,9.4,28.3,72.4,0.0,,8.2,,1013.6,0.0
2012-04-01,22.2,15.0,31.1,4.8,0.0,,7.8,,1012.7,0.0
2012-04-08,23.2,13.9,33.3,2.0,0.0,,7.5,,1012.8,0.0
2012-04-15,22.8,14.4,30.0,3.0,0.0,,10.2,,1016.1,0.0
2012-04-22,20.5,10.6,32.8,0.5,0.0,,8.0,,1016.8,0.0
2012-04-29,24.1,12.8,34.4,0.0,0.0,,12.6,,1012.3,0.0
2012-05-06,26.1,18.9,35.6,20.3,0.0,,11.1,,1011.7,0.0
2012-05-13,21.9,16.1,33.3,87.5,0.0,,6.7,,1012.8,0.0
2012-05-20,23.2,15.0,31.7,30.8,0.0,,5.7,,1015.4,0.0
2012-05-27,26.8,18.9,33.3,0.0,0.0,,11.3,,1010.8,0.0
2012-06-03,27.6,20.6,34.4,0.0,0.0,,10.1,,1010.8,0.0
2012-06-10,27.9,19.4,36.1,0.3,0.0,,7.5,,1009.1,0.0
2012-06-17,29.0,21.1,38.3,0.8,0.0,,10.6,,1012.3,0.0
2012-06-24,29.0,21.1,38.3,0.6,0.0,,7.8,,1010.9,0.0
2012-07-01,30.1,22.8,42.8,9.7,0.0,,8.5,,1011.0,0.0
2012-07-08,29.7,22.8,37.8,0.3,0.0,,9.0,,1014.1,0.0
2012-07-15,26.5,20.0,37.2,138.0,0.0,,4.3,,1013.5,0.0
2012-07-22,28.5,20.6,37.8,0.0,0.0,,6.9,,1015.3,0.0
2012-07-29,29.6,22.8,37.8,0.0,0.0,,8.8,,1014.4,0.0
2012-08-05,30.4,23.3,38.9,0.0,0.0,,8.7,,1013.3,0.0
2012-08-12,31.1,22.8,41.7,0.8,0.0,,5.6,,1012.8,0.0
2012-08-19,30.0,21.1,39.4,30.7,0.0,,8.7,,1012.7,0.0
2012-08-26,28.2,21.7,36.7,0.3,0.0,,7.7,,1014.2,0.0
2012-09-02,30.4,22.8,39.4,0.0,0.0,,7.9,,1011.0,0.0
2012-09-09,29.8,19.4,39.4,0.0,0.0,,8.6,,1013.1,0.0
2012-09-16,24.2,16.1,37.2,88.5,0.0,,6.1,,1015.4,0.0
2012-09-23,24.4,16.1,33.9,0.0,0.0,,3.4,,1016.6,0.0
2012-09-30,25.3,17.8,33.3,56.4,0.0,,8.2,,1013.7,0.0
2012-10-07,20.8,10.0,32.2,0.0,0.0,,9.3,,1016.3,0.0
2012-10-14,22.6,10.0,31.1,18.5,0.0,,7.4,,1019.0,0.0
2012-10-21,21.6,10.0,32.8,3.0,0.0,,6.3,,1014.0,0.0
2012-10-28,19.4,6.1,31.7,2.8,0.0,,9.6,,1018.1,0.0
2012-11-04,19.2,4.4,31.1,0.0,0.0,,3.3,,1018.0,0.0
2012-11-11,20.9,9.4,30.0,0.0,0.0,,8.7,,1016.8,0.0
2012-11-18,12.7,3.9,24.4,0.0,0.0,,4.5,,1027.4,0.0
2012-11-25,17.2,7.8,28.3,0.0,0.0,,5.1,,1022.0,0.0
2012-12-02,17.5,2.8,29.4,0.0,0.0,,6.8,,1023.6,0.0
2012-12-09,19.4,9.4,27.2,0.0,0.0,,5.9,,1014.2,0.0
2012-12-16,12.2,-1.7,23.9,1.6,0.0,,6.7,,1018.7,0.0
2012-12-23,14.5,1.1,28.9,0.0,0.0,,8.2,,1020.3,0.0
2012-12-30,7.0,-2.8,20.0,0.3,0.0,,8.0,,1022.4,0.0
2013-01-06,6.3,-0.6,16.1,14.5,0.0,,5.9,,1027.7,0.0
2013-01-13,12.1,-0.6,23.9,63.5,0.0,,8.1,,1018.4,0.0
2013-01-20,8.2,-1.1,23.9,1.0,0.0,,8.0,,1025.8,0.0
2013-01-27,16.9,5.0,27.2,0.0,0.0,,6.8,,1020.4,0.0
2013-02-03,16.0,0.0,28.9,0.3,0.0,,9.1,,1021.0,0.0
2013-02-10,17.4,10.0,29.4,6.3,0.0,138.9,7.9,,1016.6,0.0
2013-02-17,12.1,1.7,22.2,1.8,0.0,159.5,8.2,,1020.6,0.0
2013-02-24,15.1,3.9,28.3,1.3,0.0,,10.9,,1016.0,0.0
2013-03-03,12.2,2.8,25.0,0.3,0.0,330.5,11.6,,1018.7,0.0
2013-03-10,16.1,4.4,31.7,26.2,0.0,344.5,11.8,,1017.2,0.0
2013-03-17,17.9,3.3,30.0,0.0,0.0,,10.3,,1020.1,0.0
2013-03-24,18.5,6.1,32.2,3.6,0.0,,10.6,,1011.5,0.0
2013-03-31,16.7,1.1,30.0,0.0,0.0,,9.5,,1021.4,0.0
2013-04-07,16.6,4.4,30.6,62.4,0.0,173.2,10.3,,1016.7,0.0
2013-04-14,18.6,6.1,30.6,9.1,0.0,191.2,11.7,,1009.0,0.0
2013-04-21,19.7,5.0,31.1,9.4,0.0,338.3,12.7,,1014.1,0.0
2013-04-28,19.7,7.2,30.6,0.8,0.0,,9.3,,1018.3,0.0
2013-05-05,19.4,6.7,31.7,0.0,0.0,,9.9,,1015.8,0.0
2013-05-12,21.5,10.0,31.1,33.6,0.0,,8.1,,1017.1,0.0
2013-05-19,25.5,11.7,35.6,4.6,0.0,,12.4,,1013.2,0.0
2013-05-26,25.6,16.1,34.4,115.0,0.0,,10.3,,1011.2,0.0
2013-06-02,27.1,19.4,35.0,0.8,0.0,,12.9,,1012.1,0.0
2013-06-09,27.0,17.2,36.1,4.1,0.0,,7.0,,1011.1,0.0
2013-06-16,28.5,21.7,36.7,0.5,0.0,,7.3,,1013.9,0.0
2013-06-23,29.8,21.1,37.2,9.1,0.0,173.6,10.2,,1013.8,0.0
2013-06-30,31.2,22.2,42.2,8.9,0.0,169.2,9.7,,1011.9,0.0
2013-07-07,29.0,19.4,38.9,0.0,0.0,,7.5,,1013.5,0.0
2013-07-14,30.8,23.3,40.6,1.8,0.0,,8.1,,1013.9,0.0
2013-07-21,26.6,21.1,35.6,52.1,0.0,,5.9,,1015.4,0.0
2013-07-28,29.9,23.3,37.8,20.1,0.0,,9.0,,1013.4,0.0
2013-08-04,31.4,23.9,39.4,0.0,0.0,,9.6,,1014.4,0.0
2013-08-11,31.8,24.4,41.1,0.0,0.0,,9.3,,1012.5,0.0
2013-08-18,29.7,20.6,41.7,4.6,0.0,,6.2,,1014.4,0.0
2013-08-25,30.1,22.2,38.3,0.0,0.0,,6.3,,1015.1,0.0
2013-09-01,30.0,22.8,40.6,2.3,0.0,,6.8,,1014.4,0.0
2013-09-08,29.9,23.3,40.0,4.5,0.0,,5.2,,1014.4,0.0
2013-09-15,28.3,22.8,37.2,9.4,0.0,,5.5,,1014.2,0.0
2013-09-22,26.3,16.1,35.6,84.4,0.0,,7.1,,1012.5,0.0
2013-09-29,26.1,14.4,36.7,49.6,0.0,,6.8,,1010.6,0.0
2013-10-06,25.2,12.8,33.9,10.9,0.0,,8.7,,1013.1,0.0
2013-10-13,22.9,11.7,33.3,159.3,0.0,,6.5,,1015.0,0.0
2013-10-20,18.1,6.7,29.4,32.6,0.0,,6.6,,1016.6,0.0
2013-10-27,19.4,11.7,27.8,16.0,0.0,,5.8,,1020.6,0.0
2013-11-03,20.5,7.8,28.9,118.6,0.0,,8.5,,1017.1,0.0
2013-11-10,16.7,5.6,26.7,9.7,0.0,,6.1,,1023.5,0.0
2013-11-17,16.0,0.6,32.2,0.0,0.0,,6.9,,1022.9,0.0
2013-11-24,13.4,1.7,27.2,53.4,0.0,,9.8,,1022.3,0.0
2013-12-01,8.9,0.0,22.8,24.1,0.0,,6.6,,1026.7,0.0
2013-12-08,9.5,-2.7,29.4,1.8,0.0,,8.1,,1014.0,0.0
2013-12-15,6.6,-1.6,16.7,4.8,0.0,310.2,5.9,,1030.1,0.0
2013-12-22,13.8,1.1,25.6,11.7,0.0,313.2,7.1,,1022.0,0.0
2013-12-29,8.9,-0.5,17.8,0.0,0.0,,4.7,,1026.9,0.0
2014-01-05,8.0,-2.1,21.7,0.0,0.0,,8.7,,1023.5,0.0
2014-01-12,10.5,-5.5,23.9,6.9,0.0,,6.6,,1027.3,0.0
2014-01-19,13.0,2.8,24.4,0.0,0.0,,7.0,,1022.2,0.0
2014-01-26,9.9,-3.2,27.8,2.8,0.0,,7.7,,1023.2,0.0
2014-02-02,9.5,-2.7,26.7,2.3,0.0,352.7,12.3,,1020.1,0.0
2014-02-09,4.8,-3.2,24.4,3.8,0.0,346.1,8.8,,1023.8,0.0
2014-02-16,10.7,0.0,30.0,2.5,0.0,,9.8,,1018.9,0.0
2014-02-23,19.4,5.0,30.0,0.0,0.0,,9.0,,1015.1,0.0
2014-03-02,12.3,-2.1,27.8,4.8,0.0,,9.5,,1020.6,0.0
2014-03-09,8.4,-4.3,19.4,27.9,0.0,,8.3,,1019.9,0.0
2014-03-16,15.7,2.8,28.3,2.1,0.0,189.9,9.8,,1017.8,0.0
2014-03-23,16.2,5.0,28.3,0.0,0.0,180.9,9.8,,1015.5,0.0
2014-03-30,17.4,6.7,31.7,0.3,0.0,,9.9,,1017.7,0.0
2014-04-06,19.8,11.1,30.0,5.1,0.0,,11.7,,1015.0,0.0
2014-04-13,19.8,7.2,30.6,6.9,0.0,,11.5,,1016.8,0.0
2014-04-20,16.4,3.9,25.6,35.8,0.0,,8.4,,1020.4,0.0
2014-04-27,24.0,15.0,35.6,0.3,0.0,,9.3,,1010.6,0.0
2014-05-04,22.2,11.1,34.4,0.0,0.0,,7.6,,1013.9,0.0
2014-05-11,24.3,15.6,33.9,1.5,0.0,,12.9,,1009.6,0.0
2014-05-18,20.6,7.8,30.0,89.7,0.0,182.9,11.2,,1018.3,0.0
2014-05-25,24.7,18.9,31.7,4.8,0.0,182.3,12.1,,1015.5,0.0
2014-06-01,24.3,17.2,34.4,84.1,0.0,,5.5,,1011.2,0.0
2014-06-08,27.4,22.8,33.3,0.0,0.0,,10.8,,1010.9,0.0
2014-06-15,27.0,17.8,34.4,51.8,0.0,,8.6,,1011.0,0.0
2014-06-22,27.9,23.9,33.3,0.8,0.0,,11.6,,1014.4,0.0
2014-06-29,27.1,20.0,35.0,25.7,0.0,,10.9,,1012.9,0.0
2014-07-06,27.9,20.6,36.1,1.8,0.0,,7.8,,1016.9,0.0
2014-07-13,29.0,21.7,37.8,0.0,0.0,,8.2,,1016.2,0.0
2014-07-20,27.1,21.1,38.3,137.7,0.0,,6.0,,1013.0,0.0
2014-07-27,29.8,23.3,36.7,2.3,0.0,,7.0,,1014.9,0.0
2014-08-03,28.4,20.0,37.2,0.0,0.0,,7.0,,1015.6,0.0
2014-08-10,30.5,22.2,38.9,0.0,0.0,,7.5,,1013.8,0.0
2014-08-17,30.0,20.6,40.0,1.3,0.0,,7.3,,1014.1,0.0
2014-08-24,31.1,23.9,39.4,0.0,0.0,,11.2,,1013.1,0.0
2014-08-31,29.7,23.3,38.3,1.8,0.0,,7.5,,1013.0,0.0
2014-09-07,29.1,22.8,38.3,36.1,0.0,,8.1,,1014.8,0.0
2014-09-14,26.2,15.6,37.2,30.3,0.0,,7.7,,1015.0,0.0
2014-09-21,26.3,20.6,34.4,111.0,0.0,,4.1,,1016.6,0.0
2014-09-28,24.1,15.6,32.8,0.0,0.0,,4.6,,1017.7,0.0
2014-10-05,24.8,15.0,33.3,0.8,0.0,,7.7,,1014.5,0.0
2014-10-12,24.8,15.0,34.4,36.4,0.0,,8.8,,1013.9,0.0
2014-10-19,21.7,10.6,31.1,2.3,0.0,,6.5,,1016.0,0.0
2014-10-26,22.3,14.4,31.1,0.0,0.0,,3.5,,1017.8,0.0
2014-11-02,19.7,8.3,30.0,7.6,0.0,,6.8,,1020.3,0.0
2014-11-09,16.5,8.3,24.4,53.6,0.0,,6.6,,1020.5,0.0
2014-11-16,8.0,-1.0,24.4,0.8,0.0,,9.9,,1025.1,0.0
2014-11-23,12.8,-1.0,27.2,92.5,0.0,,7.2,,1019.1,0.0
2014-11-30,14.5,3.3,26.1,0.0,0.0,,7.7,,1022.5,0.0
2014-12-07,13.3,3.9,23.9,1.8,0.0,,6.6,,1026.7,0.0
2014-12-14,15.6,6.1,23.3,3.3,0.0,,6.0,,1022.3,0.0
2014-12-21,11.9,7.8,23.3,17.5,0.0,,7.0,,1018.5,0.0
2014-12-28,11.0,0.0,25.0,4.4,0.0,,9.6,,1017.3,0.0
2015-01-04,5.7,-1.0,19.4,40.4,0.0,,8.2,,1026.0,0.0
2015-01-11,4.1,-4.9,21.7,12.4,0.0,,6.9,,1033.7,0.0
2015-01-18,8.2,1.7,22.2,0.0,0.0,,6.8,,1027.1,0.0
2015-01-25,10.7,2.2,26.7,66.9,0.0,,8.7,,1018.2,0.0
2015-02-01,15.0,5.6,28.3,8.4,0.0,,8.1,,1024.5,0.0
2015-02-08,9.3,0.6,25.6,8.1,0.0,,6.8,,1024.7,0.0
2015-02-15,15.9,3.9,28.3,0.0,0.0,,6.7,,1021.7,0.0
2015-02-22,11.8,0.0,25.6,0.8,0.0,,10.8,,1019.3,0.0
2015-03-01,2.6,-1.0,17.2,5.7,0.0,,9.5,,1020.9,0.0
2015-03-08,8.0,-3.2,21.1,19.3,0.0,,6.5,,1030.0,0.0
2015-03-15,14.9,9.4,25.6,55.6,0.0,,7.2,,1021.6,0.0
2015-03-22,18.7,11.1,28.3,44.2,0.0,,6.3,,1018.4,0.0
2015-03-29,19.4,7.8,28.9,1.3,0.0,,10.3,,1017.0,0.0
2015-04-05,20.9,13.3,30.0,0.5,0.0,,10.4,,1017.5,0.0
2015-04-12,21.9,13.3,30.6,2.6,0.0,,9.9,,1015.6,0.0
2015-04-19,21.1,12.2,31.7,27.5,0.0,,7.3,,1011.7,0.0
2015-04-26,22.8,10.6,33.9,13.9,0.0,,8.9,,1010.0,0.0
2015-05-03,20.0,9.4,29.4,14.2,0.0,,7.4,,1015.0,0.0
2015-05-10,24.5,18.9,30.6,106.2,0.0,,13.1,,1012.9,0.0
2015-05-17,22.3,17.8,30.6,121.5,0.0,,8.7,,1013.8,0.0
2015-05-24,23.1,16.7,31.7,64.8,0.0,,9.3,,1016.6,0.0
2015-05-31,24.2,17.8,31.7,154.2,0.0,,6.8,,1014.6,0.0
2015-06-07,26.1,17.8,32.8,0.0,0.0,,5.4,,1014.3,0.0
2015-06-14,27.7,21.7,35.0,34.3,0.0,,8.2,,1010.8,0.0
2015-06-21,25.4,21.7,32.2,170.1,0.0,,6.5,,1014.4,0.0
2015-06-28,27.4,22.2,33.9,2.3,0.0,,5.9,,1017.2,0.0
2015-07-05,27.2,21.1,34.4,19.1,0.0,,8.7,,1015.5,0.0
2015-07-12,28.3,22.8,34.4,0.0,0.0,,11.1,,1015.5,0.0
2015-07-19,29.4,23.3,36.7,0.0,0.0,,9.8,,1013.1,0.0
2015-07-26,30.0,23.3,37.2,0.0,0.0,,9.3,,1012.7,0.0
2015-08-02,31.0,22.8,38.9,0.0,0.0,,6.9,,1013.8,0.0
2015-08-09,31.1,23.9,39.4,0.0,0.0,,9.5,,1011.8,0.0
2015-08-16,31.7,23.9,40.6,0.0,0.0,,5.3,,1013.4,0.0
2015-08-23,29.0,22.2,38.3,8.9,0.0,,8.3,,1012.8,0.0
2015-08-30,29.4,21.7,38.3,0.0,0.0,,5.2,,1015.7,0.0
2015-09-06,28.8,21.7,38.3,0.3,0.0,,8.1,,1013.3,0.0
2015-09-13,27.8,17.2,37.8,46.8,0.0,,6.5,,1014.0,0.0
2015-09-20,27.4,17.8,35.6,1.0,0.0,,7.8,,1014.0,0.0
2015-09-27,27.3,19.4,36.1,0.0,0.0,,4.2,,1014.4,0.0
2015-10-04,25.2,13.3,35.0,0.0,0.0,,4.9,,1013.0,0.0
2015-10-11,25.2,16.7,35.0,0.0,0.0,,4.5,,1017.0,0.0
2015-10-18,25.1,13.9,37.2,0.0,0.0,,6.5,,1018.2,0.0
2015-10-25,21.7,12.2,30.6,153.2,0.0,,10.4,,1017.7,0.0
2015-11-01,20.2,10.6,28.9,149.6,0.0,,7.4,,1012.7,0.0
2015-11-08,19.1,11.7,29.4,15.3,0.0,,7.4,,1018.5,0.0
2015-11-15,17.9,11.1,29.4,0.3,0.0,,6.6,,1020.0,0.0
2015-11-22,15.2,1.1,26.1,26.5,0.0,,6.4,,1015.7,0.0
2015-11-29,12.6,0.0,23.3,51.1,0.0,,8.0,,1020.6,0.0
2015-12-06,10.4,2.8,21.1,0.0,0.0,,3.3,,1025.2,0.0
2015-12-13,16.2,5.6,26.1,39.4,0.0,,6.6,,1013.2,0.0
2015-12-20,12.8,1.1,23.9,0.0,0.0,,7.1,,1017.9,0.0
2015-12-27,17.8,2.2,27.2,36.0,0.0,,7.6,,1009.6,0.0
2016-01-03,7.3,2.2,16.7,5.9,0.0,10.3,7.8,,1024.3,0.0
2016-01-10,9.3,0.6,22.8,3.3,0.0,10.0,6.2,,1017.3,0.0
2016-01-17,10.2,0.0,21.1,0.0,0.0,,4.4,,1018.3,0.0
2016-01-24,9.9,-0.5,21.1,0.3,0.0,,7.4,,1024.8,0.0
2016-01-31,13.7,0.0,30.0,0.0,0.0,,8.2,,1019.3,0.0
2016-02-07,11.5,0.0,25.0,0.0,0.0,,8.7,,1024.1,0.0
2016-02-14,15.6,3.3,28.3,0.0,0.0,,8.7,,1024.0,0.0
2016-02-21,18.8,6.1,27.8,0.3,0.0,,9.4,,1018.2,0.0
2016-02-28,13.9,3.3,25.6,33.8,0.0,,9.1,,1020.9,0.0
2016-03-06,19.3,7.2,28.3,0.0,0.0,,10.4,,1018.0,0.0
2016-03-13,18.7,13.3,29.4,80.6,0.0,,10.6,,1010.9,0.0
2016-03-20,19.5,5.6,33.3,2.3,0.0,,9.1,,1016.4,0.0
2016-03-27,16.2,1.7,27.8,5.1,0.0,,9.7,,1015.6,0.0
2016-04-03,17.9,6.7,30.0,9.9,0.0,,8.5,,1015.3,0.0
2016-04-10,20.1,8.9,29.4,0.5,0.0,,7.9,,1018.4,0.0
2016-04-17,20.1,12.2,31.7,80.8,0.0,,9.0,,1012.8,0.0
2016-04-24,21.0,12.8,28.9,53.8,0.0,,6.2,,1014.9,0.0
2016-05-01,24.2,16.7,32.2,37.1,0.0,,10.5,,1008.1,0.0
2016-05-08,21.0,12.2,31.7,2.8,0.0,,8.3,,1016.0,0.0
2016-05-15,24.0,16.7,32.8,43.5,0.0,,8.0,,1015.4,0.0
2016-05-22,22.1,16.1,30.6,73.0,0.0,,7.8,,1014.9,0.0
2016-05-29,25.2,18.3,32.8,27.5,0.0,,10.2,,1013.9,0.0
2016-06-05,24.2,18.3,31.7,92.4,0.0,,6.3,,1011.5,0.0
2016-06-12,27.4,20.6,34.4,0.0,0.0,,6.5,,1013.1,0.0
2016-06-19,29.4,23.9,36.1,0.0,0.0,,8.8,,1013.3,0.0
2016-06-26,28.8,23.9,35.6,0.5,0.0,,8.1,,1017.1,0.0
2016-07-03,29.1,21.7,38.3,8.4,0.0,,6.9,,1014.8,0.0
2016-07-10,30.5,25.0,37.8,1.0,0.0,,12.2,,1013.6,0.0
2016-07-17,30.7,24.4,38.3,0.0,0.0,,12.0,,1014.1,0.0
2016-07-24,31.1,24.4,38.9,0.0,0.0,,7.9,,1016.7,0.0
2016-07-31,28.6,23.3,38.9,48.2,0.0,,6.0,,1013.8,0.0
2016-08-07,30.8,23.9,37.8,0.0,0.0,,8.0,,1014.1,0.0
2016-08-14,30.3,21.7,40.6,25.9,0.0,,7.4,,1011.0,0.0
2016-08-21,25.0,21.7,33.9,140.2,0.0,,4.6,,1012.9,0.0
2016-08-28,27.9,22.2,34.4,6.1,0.0,,6.5,,1016.2,0.0
2016-09-04,27.6,22.8,35.6,4.1,0.0,,5.3,,1014.1,0.0
2016-09-11,28.2,20.6,35.6,1.6,0.0,,8.3,,1016.7,0.0
2016-09-18,28.7,21.1,36.7,0.0,0.0,,4.1,,1014.2,0.0
2016-09-25,28.2,21.1,37.2,20.4,0.0,,6.0,,1015.3,0.0
2016-10-02,22.0,14.4,31.7,31.0,0.0,,4.4,,1018.4,0.0
2016-10-09,24.7,14.4,33.3,0.0,0.0,,7.3,,1015.0,0.0
2016-10-16,24.0,11.1,34.4,4.3,0.0,,4.5,,1016.6,0.0
2016-10-23,23.2,8.3,34.4,0.0,0.0,,7.1,,1017.2,0.0
2016-10-30,23.4,16.1,31.1,0.0,0.0,,4.3,,1020.6,0.0
2016-11-06,22.4,15.0,32.8,43.8,0.0,,6.1,,1020.7,0.0
2016-11-13,17.8,12.2,25.0,18.7,0.0,,5.0,,1022.5,0.0
2016-11-20,17.4,1.7,30.0,0.0,0.0,,6.4,,1021.6,0.0
2016-11-27,17.3,6.7,25.0,16.5,0.0,,5.7,,1021.1,0.0
2016-12-04,13.8,2.8,26.1,47.8,0.0,,7.1,,1012.5,0.0
2016-12-11,8.6,0.6,19.4,16.5,0.0,32.7,7.4,,1023.3,0.0
2016-12-18,10.0,-3.2,25.0,0.0,0.0,301.8,8.9,,1024.2,0.0
2016-12-25,13.7,-4.9,26.7,0.3,0.0,291.1,7.3,,1024.0,0.0
2017-01-01,17.9,9.4,28.9,0.0,0.0,31.8,6.1,,1023.6,0.0
2017-01-08,6.7,-7.1,24.4,10.2,0.0,1.1,8.9,,1025.0,0.0
2017-01-15,17.4,6.1,27.2,33.8,0.0,0.4,9.9,,1017.2,0.0
2017-01-22,14.8,8.3,27.2,61.0,0.0,,7.4,,1009.6,0.0
2017-01-29,12.9,3.3,28.9,0.0,0.0,,8.7,,1020.4,0.0
2017-02-05,14.0,6.7,27.8,0.5,0.0,,6.6,,1020.8,0.0
2017-02-12,19.6,6.1,30.6,0.0,0.0,,7.5,,1012.2,0.0
2017-02-19,16.8,4.4,30.0,24.1,0.0,,10.9,,1015.4,0.0
2017-02-26,17.6,5.6,32.2,28.4,0.0,,7.4,,1012.2,0.0
2017-03-05,17.7,4.4,27.8,23.7,0.0,,9.0,,1021.3,0.0
2017-03-12,19.7,8.3,28.9,18.8,0.0,,8.3,,1019.9,0.0
2017-03-19,18.5,4.4,29.4,0.8,0.0,,8.4,,1021.2,0.0
2017-03-26,22.2,11.7,30.0,1.3,0.0,,11.3,,1016.0,0.0
2017-04-02,21.7,12.2,30.0,36.5,0.0,,10.1,,1009.1,0.0
2017-04-09,20.2,9.4,32.2,0.0,0.0,,8.5,,1014.2,0.0
2017-04-16,22.2,16.1,28.9,11.1,0.0,,8.9,,1017.6,0.0
2017-04-23,21.7,10.0,31.7,0.3,0.0,,9.0,,1015.9,0.0
2017-04-30,22.9,8.9,35.0,1.6,0.0,,11.4,,1005.7,0.0
2017-05-07,23.1,10.6,35.0,0.0,0.0,,10.0,,1013.8,0.0
2017-05-14,23.8,14.4,33.9,6.6,0.0,,8.6,,1012.6,0.0
2017-05-21,25.2,16.7,35.0,51.0,0.0,,11.4,,1009.5,0.0
2017-05-28,24.4,13.3,36.1,14.5,0.0,,8.8,,1011.0,0.0
2017-06-04,25.3,19.4,33.3,10.9,0.0,,4.4,,1013.0,0.0
2017-06-11,27.0,18.9,35.0,35.3,0.0,,8.0,,1010.6,0.0
2017-06-18,29.9,23.9,38.3,0.0,0.0,,11.8,,1010.2,0.0
2017-06-25,29.1,22.2,40.0,4.4,0.0,,8.3,,1011.2,0.0
2017-07-02,28.6,21.7,37.8,27.5,0.0,,8.5,,1013.1,0.0
2017-07-09,30.7,23.9,38.3,0.5,0.0,,7.5,,1015.2,0.0
2017-07-16,30.0,20.0,39.4,4.1,0.0,,7.1,,1014.9,0.0
2017-07-23,30.9,24.4,40.0,1.0,0.0,,7.5,,1014.3,0.0
2017-07-30,31.6,23.9,41.7,0.3,0.0,,7.6,,1014.1,0.0
2017-08-06,30.0,23.9,38.9,0.8,0.0,,6.7,,1014.0,0.0
2017-08-13,29.4,20.6,38.3,61.2,0.0,,6.1,,1014.1,0.0
2017-08-20,31.3,24.4,38.9,0.0,0.0,,9.5,,1012.9,0.0
2017-08-27,27.6,21.1,37.8,201.6,0.0,33.0,10.1,,1012.6,0.0
2017-09-03,26.7,20.0,34.4,1.5,0.0,34.6,7.6,,1013.4,0.0
2017-09-10,25.1,13.9,35.6,0.0,0.0,,5.4,,1017.8,0.0
2017-09-17,26.3,16.1,34.4,0.0,0.0,,7.0,,1012.4,0.0
2017-09-24,28.0,22.8,35.6,0.5,0.0,,9.0,,1012.0,0.0
2017-10-01,24.3,16.7,32.8,51.0,0.0,,6.6,,1014.3,0.0
2017-10-08,25.8,20.0,32.8,16.3,0.0,,5.4,,1012.5,0.0
2017-10-15,23.9,13.9,33.3,0.3,0.0,,7.0,,1017.0,0.0
2017-10-22,20.8,9.4,31.7,18.5,0.0,,5.8,,1021.1,0.0
2017-10-29,16.1,3.9,28.3,0.0,0.0,,7.4,,1019.5,0.0
2017-11-05,21.4,8.9,31.1,9.7,0.0,,6.5,,1014.2,0.0
2017-11-12,17.3,7.8,31.1,3.0,0.0,,7.1,,1019.5,0.0
2017-11-19,20.7,6.1,29.4,0.0,0.0,,7.6,,1017.4,0.0
2017-11-26,15.0,3.3,27.2,0.0,0.0,,5.0,,1018.9,0.0
2017-12-03,17.5,7.8,26.7,0.3,0.0,,4.4,,1019.6,0.0
2017-12-10,10.5,-0.5,29.4,29.8,0.0,,8.1,,1024.1,0.0
2017-12-17,10.7,2.2,24.4,33.5,0.0,,5.6,,1022.4,0.0
2017-12-24,13.1,2.8,26.1,46.0,0.0,,5.6,,1020.5,0.0
2017-12-31,5.1,-2.7,17.2,0.0,0.0,,8.1,,1032.0,0.0
2018-01-07,6.0,-5.5,19.4,0.0,0.0,,6.3,,1030.5,0.0
