time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun, pm25
2020-04-05,16.5,7.2,25.6,55.9,0.0,50.0,6.7,,1014.9,0.0,54.42857142857143
2020-04-12,23.4,16.1,35.0,6.1,0.0,303.6,6.3,,1011.1,0.0,34.0
2020-04-19,16.1,6.1,34.4,1.3,0.0,23.2,7.9,,1017.2,0.0,45.0
2020-04-26,23.7,12.2,36.7,3.0,0.0,84.2,7.5,,1011.5,0.0,33.857142857142854
2020-05-03,25.0,12.8,35.0,18.0,0.0,174.9,10.9,,1014.6,0.0,34.0
2020-05-10,23.7,12.8,36.1,0.0,0.0,63.0,9.3,,1016.4,0.0,28.428571428571427
2020-05-17,24.0,15.0,33.9,132.1,0.0,126.1,8.2,,1012.4,0.0,48.857142857142854
2020-05-24,27.9,17.8,36.1,27.4,0.0,153.3,9.7,,1009.0,0.0,26.571428571428573
2020-05-31,24.3,16.7,32.8,39.6,0.0,18.8,5.5,,1014.0,0.0,42.714285714285715
2020-06-07,28.1,22.2,35.6,0.3,0.0,77.0,4.6,,1012.9,0.0,40.142857142857146
2020-06-14,28.4,17.2,37.8,0.0,0.0,20.6,5.2,,1015.3,0.0,29.0
2020-06-21,28.4,21.1,36.1,31.8,0.0,152.8,9.1,,1015.0,0.0,56.142857142857146
2020-06-28,27.3,21.7,34.4,35.8,0.0,122.0,8.1,,1012.4,0.0,70.28571428571429
2020-07-05,30.0,23.3,37.8,0.0,0.0,176.7,8.9,,1011.2,0.0,52.142857142857146
2020-07-12,31.3,25.6,40.6,0.0,0.0,172.7,9.3,,1012.2,0.0,59.0
2020-07-19,31.5,24.4,42.2,0.0,0.0,167.8,8.7,,1013.3,0.0,21.666666666666668
2020-07-26,30.0,23.9,38.3,4.6,0.0,88.7,7.7,,1012.6,0.0,27.142857142857142
2020-08-02,29.3,23.3,38.9,11.9,0.0,132.3,6.2,,1013.6,0.0,32.57142857142857
2020-08-09,31.0,22.8,40.0,0.0,0.0,166.4,7.7,,1015.0,0.0,37.285714285714285
2020-08-16,32.7,25.6,41.7,0.0,0.0,175.6,8.6,,1013.0,0.0,33.714285714285715
2020-08-23,30.1,20.0,40.0,31.8,0.0,50.2,4.9,,1012.5,0.0,33.42857142857143
2020-08-30,31.5,23.9,41.1,0.0,0.0,82.4,6.6,,1009.9,0.0,46.42857142857143
2020-09-06,28.1,22.2,40.0,78.0,0.0,80.5,6.1,,1013.7,0.0,34.142857142857146
2020-09-13,24.9,14.4,36.1,59.7,0.0,36.6,7.2,,1014.7,0.0,48.0
2020-09-20,26.6,17.8,34.4,4.1,0.0,15.0,8.7,,1016.0,0.0,29.0
2020-09-27,23.6,16.1,33.9,9.7,0.0,14.3,8.3,,1012.7,0.0,30.428571428571427
2020-10-04,22.5,11.7,32.8,0.0,0.0,12.8,5.7,,1019.2,0.0,51.0
2020-10-11,25.4,16.1,37.2,0.0,0.0,36.0,4.0,,1013.7,0.0,37.42857142857143
2020-10-18,23.7,13.9,33.9,0.3,0.0,202.0,7.8,,1016.2,0.0,28.857142857142858
2020-10-25,23.7,11.7,33.9,0.0,0.0,131.6,8.5,,1014.8,0.0,36.714285714285715
2020-11-01,12.5,3.9,26.1,8.6,0.0,359.1,7.7,,1020.3,0.0,39.57142857142857
2020-11-08,19.1,6.1,28.9,0.0,0.0,55.4,4.1,,1021.5,0.0,30.142857142857142
2020-11-15,22.1,11.1,30.6,0.0,0.0,36.2,6.9,,1014.8,0.0,33.714285714285715
2020-11-22,18.7,5.0,28.9,0.0,0.0,90.6,4.9,,1025.5,0.0,35.0
2020-11-29,16.1,7.2,28.9,18.5,0.0,13.9,7.9,,1017.7,0.0,32.857142857142854
2020-12-06,9.0,-1.0,20.0,0.3,0.0,342.3,6.6,,1023.7,0.0,36.142857142857146
2020-12-13,14.5,5.0,27.8,1.5,0.0,346.0,5.7,,1018.4,0.0,37.0
2020-12-20,9.7,-1.0,20.6,19.6,0.0,4.2,4.7,,1021.3,0.0,40.142857142857146
2020-12-27,13.4,1.1,27.8,0.0,0.0,266.8,7.0,,1020.6,0.0,24.142857142857142
2021-01-03,12.1,2.8,25.0,82.0,0.0,349.6,9.8,,1016.3,0.0,32.857142857142854
2021-01-10,10.5,0.0,25.6,28.3,0.0,2.8,6.8,,1021.7,0.0,40.333333333333336
2021-01-17,8.4,-0.5,20.6,0.0,30.0,324.1,5.7,,1022.7,0.0,39.42857142857143
2021-01-24,14.5,2.8,25.6,11.8,0.0,41.5,6.1,,1017.5,0.0,37.714285714285715
2021-01-31,14.2,2.2,26.7,1.5,0.0,3.4,8.1,,1019.1,0.0,28.142857142857142
2021-02-07,13.9,4.4,29.4,1.5,0.0,57.7,8.5,,1017.1,0.0,40.285714285714285
2021-02-14,4.1,-10.5,24.4,17.5,0.0,12.7,10.6,,1020.2,0.0,41.8
2021-02-21,-0.1,-13.8,24.4,27.7,150.0,358.6,7.2,,1025.3,0.0,38.0
2021-02-28,17.3,5.6,30.0,1.8,0.0,105.9,6.8,,1015.9,0.0,28.428571428571427
2021-03-07,14.6,3.3,26.7,3.6,0.0,47.2,9.4,,1021.5,0.0,35.42857142857143
2021-03-14,20.6,7.2,28.3,3.6,0.0,163.4,13.5,,1019.4,0.0,38.0
2021-03-21,17.4,6.1,30.6,0.3,0.0,325.8,10.8,,1017.6,0.0,41.42857142857143
2021-03-28,19.4,8.9,30.6,20.3,0.0,77.6,9.0,,1011.0,0.0,33.57142857142857
2021-04-04,17.1,6.1,26.7,9.4,0.0,109.9,8.1,,1022.9,0.0,49.57142857142857
2021-04-11,22.8,8.9,33.3,0.0,0.0,155.6,9.1,,1009.0,0.0,40.142857142857146
2021-04-18,20.0,10.6,32.2,2.8,0.0,31.3,8.5,,1013.3,0.0,29.571428571428573
2021-04-25,18.5,6.7,31.7,21.4,0.0,52.9,8.0,,1015.8,0.0,36.42857142857143
2021-05-02,22.9,16.1,31.7,90.7,0.0,119.6,10.7,,1010.1,0.0,35.57142857142857
2021-05-09,24.6,14.4,34.4,0.3,0.0,94.4,8.7,,1012.7,0.0,32.0
2021-05-16,21.1,14.4,29.4,34.3,0.0,55.5,9.0,,1017.7,0.0,29.571428571428573
2021-05-23,22.8,17.2,30.6,44.2,0.0,78.6,7.7,,1013.6,0.0,33.42857142857143
2021-05-30,25.5,18.9,32.8,52.3,0.0,121.3,7.9,,1015.5,0.0,28.285714285714285
2021-06-06,23.7,17.8,32.8,82.2,0.0,35.3,4.9,,1014.0,0.0,41.285714285714285
2021-06-13,28.9,23.9,37.2,1.0,0.0,162.2,7.6,,1011.9,0.0,46.857142857142854
2021-06-20,29.7,21.1,37.8,0.0,0.0,64.1,4.9,,1012.6,0.0,47.0
2021-06-27,29.3,22.8,36.7,3.6,0.0,141.4,9.2,,1012.0,0.0,28.428571428571427
2021-07-04,27.3,23.3,36.1,53.8,0.0,53.0,4.7,,1014.3,0.0,35.142857142857146
2021-07-11,26.4,22.8,34.4,65.2,0.0,92.5,6.2,,1014.0,0.0,46.142857142857146
2021-07-18,27.7,22.2,35.0,1.6,0.0,148.5,6.9,,1017.5,0.0,48.57142857142857
2021-07-25,28.1,21.7,37.8,2.6,0.0,150.6,6.2,,1016.2,0.0,43.857142857142854
2021-08-01,29.9,23.3,38.3,0.0,0.0,19.3,3.8,,1015.2,0.0,43.0
2021-08-08,27.8,23.3,36.7,23.9,0.0,86.7,6.4,,1015.1,0.0,27.6
2021-08-15,29.5,22.2,37.2,61.0,0.0,154.5,6.9,,1016.4,0.0,47.285714285714285
2021-08-22,29.2,21.7,36.7,0.0,0.0,155.0,7.3,,1012.9,0.0,37.8
2021-08-29,29.2,23.3,37.8,6.6,0.0,83.4,4.4,,1013.8,0.0,60.285714285714285
2021-09-05,30.5,23.9,38.9,0.0,0.0,138.0,5.2,,1010.6,0.0,45.857142857142854
2021-09-12,28.0,18.3,38.3,2.5,0.0,27.0,4.0,,1015.0,0.0,30.142857142857142
2021-09-19,28.0,21.1,38.3,0.0,0.0,26.2,6.1,,1012.6,0.0,37.285714285714285
2021-09-26,25.8,14.4,38.9,0.0,0.0,60.5,5.9,,1017.2,0.0,29.142857142857142
2021-10-03,25.8,18.3,36.7,67.6,0.0,90.9,4.9,,1013.9,0.0,39.57142857142857
2021-10-10,25.1,15.6,33.3,14.2,0.0,112.9,5.7,,1014.8,0.0,31.714285714285715
2021-10-17,22.4,10.0,32.8,76.4,0.0,28.1,6.0,,1015.0,0.0,37.857142857142854
2021-10-24,22.7,9.4,31.7,0.0,0.0,81.5,4.4,,1015.9,0.0,34.142857142857146
2021-10-31,20.8,10.6,32.2,19.3,0.0,332.6,8.5,,1012.5,0.0,39.2
2021-11-07,14.8,5.0,27.8,43.9,0.0,24.3,4.3,,1022.9,0.0,37.75
2021-11-14,17.8,7.2,27.2,0.0,0.0,28.2,4.7,,1020.1,0.0,24.428571428571427
2021-11-21,18.3,6.1,28.3,0.0,0.0,217.1,7.6,,1020.9,0.0,27.0
2021-11-28,13.7,3.9,25.6,17.0,0.0,11.8,5.4,,1022.7,0.0,35.142857142857146
2021-12-05,18.2,7.2,27.2,0.8,0.0,235.0,4.4,,1018.6,0.0,39.714285714285715
2021-12-12,16.0,0.6,29.4,0.3,0.0,347.5,6.4,,1016.6,0.0,29.0
2021-12-19,17.8,4.4,27.2,42.0,0.0,42.0,7.7,,1019.1,0.0,36.857142857142854
2021-12-26,16.2,3.3,26.1,0.0,0.0,186.6,5.7,,1016.2,0.0,52.142857142857146
2022-01-02,20.9,13.9,28.3,0.0,0.0,210.9,5.8,,1008.2,0.0,34.857142857142854
